Unnamed: 0,seed,dataset,lambda,acc,disparity,time
0,0,Lawschool,0.05,0.794519602429597,0.0718300670310262,717.4913580000001
0,0,Lawschool,0.15,0.7934497515184981,0.0617707127539009,732.028908
0,0,Lawschool,0.25,0.7936913307564881,0.0526907899813025,712.3514360000004
0,0,Lawschool,0.35,0.7928630590833794,0.0427674444228121,720.0477569999994
0,0,Lawschool,0.45,0.7926214798453893,0.0412493412586141,741.1519440000002
0,0,Lawschool,0.55,0.7937948647156268,0.0391244716841658,199.4548769999965
0,0,Lawschool,0.65,0.7935877967973495,0.0310982338246463,198.3012090000011
0,0,Lawschool,0.75,0.7929665930425179,0.0221368200223924,198.05856900000072
0,0,Lawschool,0.8500000000000001,0.7922418553285477,0.0139064063806492,199.010500000004
0,0,Lawschool,0.95,0.790895913859746,0.0022814513442759,198.4828190000044
0,1,Lawschool,0.05,0.7892393705135284,0.0726679731546534,705.499116
0,1,Lawschool,0.15,0.7877208724461623,0.0468869070852384,738.1848150000001
0,1,Lawschool,0.25,0.788342076200994,0.0542661053492435,711.3927370000001
0,1,Lawschool,0.35,0.7876518498067366,0.0382252286160365,722.197639
0,1,Lawschool,0.45,0.7876173384870238,0.0332312228169956,744.1863050000011
0,1,Lawschool,0.55,0.787272225289895,0.0281263746391088,200.24868799999967
0,1,Lawschool,0.65,0.787272225289895,0.0225320774940213,199.1804110000012
0,1,Lawschool,0.75,0.7869271120927664,0.0179875399613397,197.87444200000027
0,1,Lawschool,0.8500000000000001,0.7866165102153506,0.0112678780528604,198.83747399999996
0,1,Lawschool,0.95,0.7866855328547764,0.0076566430306184,198.9783750000024
0,2,Lawschool,0.05,0.7887907233572612,0.0639671944603145,714.510297
0,2,Lawschool,0.15,0.7882040309221424,0.0543591485107247,738.497513
0,2,Lawschool,0.25,0.7885491441192711,0.0477246240601674,718.7366500000003
0,2,Lawschool,0.35,0.7883765875207068,0.0388566211231918,715.9622669999999
0,2,Lawschool,0.45,0.7878589177250138,0.0236923322833726,749.4268710000006
0,2,Lawschool,0.55,0.7876863611264495,0.0237315443949183,200.12289099999907
0,2,Lawschool,0.65,0.787272225289895,0.0147390092211361,199.78967999999804
0,2,Lawschool,0.75,0.7866510215350635,0.0068357599647468,196.89950599999796
0,2,Lawschool,0.8500000000000001,0.7858572611816675,0.0006616915055386,198.1735320000007
0,2,Lawschool,0.95,0.7854086140254003,0.005814063584084,197.76223299999765
0,3,Lawschool,0.05,0.7892393705135284,0.0653251523286326,713.2895879999999
0,3,Lawschool,0.15,0.7891358365543898,0.0658057336815806,736.4987669999998
0,3,Lawschool,0.25,0.7891703478741027,0.0561237204690003,711.1038649999996
0,3,Lawschool,0.35,0.7883765875207068,0.0437156071937151,711.5083910000003
0,3,Lawschool,0.45,0.788583655438984,0.0423250585856933,747.0079660000001
0,3,Lawschool,0.55,0.7881004969630039,0.041905948211775,199.1971139999987
0,3,Lawschool,0.65,0.7879624516841524,0.0315739653290075,198.3177080000023
0,3,Lawschool,0.75,0.7883765875207068,0.0234856671078179,199.39240199999767
0,3,Lawschool,0.8500000000000001,0.7877208724461623,0.0136156821759206,198.0048940000015
0,3,Lawschool,0.95,0.7864094422970734,0.0058793268688519,200.6743260000003
0,4,Lawschool,0.05,0.7897915516289343,0.0697336784362443,716.545374
0,4,Lawschool,0.15,0.7894809497515185,0.0606275472198014,740.834719
0,4,Lawschool,0.25,0.7894809497515185,0.0561567668653845,715.9966860000004
0,4,Lawschool,0.35,0.7894119271120927,0.0455563213099659,714.2741279999991
0,4,Lawschool,0.45,0.7888252346769741,0.0413797775046446,742.2557799999995
0,4,Lawschool,0.55,0.7892048591938156,0.0361795723752814,199.47891900000104
0,4,Lawschool,0.65,0.7887217007178354,0.0265439055093773,199.3649860000005
0,4,Lawschool,0.75,0.7882040309221424,0.0185082834887995,198.73175600000104
0,4,Lawschool,0.8500000000000001,0.7869271120927664,0.0092491110186943,197.359287999996
0,4,Lawschool,0.95,0.7861333517393705,0.0011278692136536,198.99446199999875
0,5,Lawschool,0.05,0.787789895085588,0.0741409990648569,711.242395
0,5,Lawschool,0.15,0.7873412479293208,0.0738404592211699,743.2507439999999
0,5,Lawschool,0.25,0.7877553837658752,0.0667272678440191,713.8834859999997
0,5,Lawschool,0.35,0.7870996686913307,0.0629066346325229,717.9644279999993
0,5,Lawschool,0.45,0.7864439536167863,0.0506392911469053,718.9245529999998
0,5,Lawschool,0.55,0.7869616234124793,0.0474136823883016,199.49452100000053
0,5,Lawschool,0.65,0.7868235781336278,0.04103517651741,200.74529299999995
0,5,Lawschool,0.75,0.7861678630590834,0.0328520886896521,198.8297349999957
0,5,Lawschool,0.8500000000000001,0.7853395913859746,0.0240641854855052,199.18726099999915
0,5,Lawschool,0.95,0.7839591385974599,0.0149300107675742,199.70749400000204
0,6,Lawschool,0.05,0.7865819988956377,0.0715747738270387,705.718235
0,6,Lawschool,0.15,0.7868580894533407,0.0640478454968119,736.8783430000001
0,6,Lawschool,0.25,0.786271397018222,0.0571249233381452,718.210842
0,6,Lawschool,0.35,0.7875138045278851,0.0470282277114801,724.1357290000005
0,6,Lawschool,0.45,0.7859262838210933,0.0476224595345005,718.5725890000003
0,6,Lawschool,0.55,0.7869271120927664,0.036964862006233,199.97811300000467
0,6,Lawschool,0.65,0.7869616234124793,0.0295855931202185,199.4755920000025
0,6,Lawschool,0.75,0.7862368856985091,0.019197549054784,198.286035000001
0,6,Lawschool,0.8500000000000001,0.7857192159028161,0.0113737112278609,199.27556899999763
0,6,Lawschool,0.95,0.7834759801214799,0.001544322785172,199.45551599999817
0,7,Lawschool,0.05,0.7917241855328547,0.0718539840536118,714.103549
0,7,Lawschool,0.15,0.7921728326891221,0.0715596296642192,740.5461659999999
0,7,Lawschool,0.25,0.7916551628934291,0.0631726387310227,718.8296910000004
0,7,Lawschool,0.35,0.7917586968525676,0.0478858090211459,711.954847
0,7,Lawschool,0.45,0.7912410270568746,0.0488557030014284,719.5993740000004
0,7,Lawschool,0.55,0.7905508006626173,0.0442271096611308,200.22980499999903
0,7,Lawschool,0.65,0.7901366648260629,0.033845638159521,199.05669000000125
0,7,Lawschool,0.75,0.7893083931529542,0.0254853956807455,198.28057300000364
0,7,Lawschool,0.8500000000000001,0.7889287686361126,0.0158035780449098,198.9685360000003
0,7,Lawschool,0.95,0.7877208724461623,0.0049951448854281,199.08609299999443
0,8,Lawschool,0.05,0.7897570403092214,0.0880782989882566,712.7722829999999
0,8,Lawschool,0.15,0.7899295969077857,0.0688170924876331,740.864266
0,8,Lawschool,0.25,0.7899986195472115,0.058761720190668,712.6896260000003
0,8,Lawschool,0.35,0.790378244064053,0.0503274432909955,717.3868890000003
0,8,Lawschool,0.45,0.7902056874654887,0.0351153860955606,718.7981209999998
0,8,Lawschool,0.55,0.7902056874654887,0.0403536621733485,198.1545460000016
0,8,Lawschool,0.65,0.78986057426836,0.0312541103396608,200.225698000002
0,8,Lawschool,0.75,0.7900331308669244,0.0220914554311378,198.32148100000268
0,8,Lawschool,0.8500000000000001,0.7895154610712314,0.0114301615578648,197.44160700000063
