Unnamed: 0,seed,dataset,alpha,acc,disparity,time
0,0,Lawschool,0.0,0.7945541137493097,0.0754643622085367,691.2333719999999
0,0,Lawschool,0.2,0.793725842076201,0.0667840772827451,690.6106480000001
0,0,Lawschool,0.4,0.7933117062396466,0.0549843296503273,694.5107980000002
0,0,Lawschool,0.6,0.7931736609607951,0.048692543427156,695.4309940000003
0,0,Lawschool,0.8,0.7920692987299834,0.0384941191806617,721.0289850000008
0,0,Lawschool,1.0,0.7917241855328547,0.0323858392711755,763.222577999999
0,0,Lawschool,1.2,0.7909649364991718,0.016282985488876,731.762909000001
0,0,Lawschool,1.4,0.7908614025400331,0.0090796817292335,745.3643030000021
0,0,Lawschool,1.6,0.7904127553837659,0.0027258629961097,722.7038600000014
0,0,Lawschool,1.8,0.7895499723909443,0.0162509146691784,746.0206529999996
0,1,Lawschool,0.0,0.7896880176697957,0.0709733916335204,689.8620990000001
0,1,Lawschool,0.2,0.7879969630038652,0.0552947613471618,684.8106869999997
0,1,Lawschool,0.4,0.7884801214798454,0.0521149887550648,699.071543
0,1,Lawschool,0.6,0.7879969630038652,0.0370577534292405,697.6831470000006
0,1,Lawschool,0.8,0.788065985643291,0.029867035612059,719.1397039999993
0,1,Lawschool,1.0,0.7866855328547764,0.0208010002726044,763.934041999999
0,1,Lawschool,1.2,0.7866855328547764,0.0123521972541293,735.0247400000007
0,1,Lawschool,1.4,0.7853741027056874,0.0037860658835483,748.6536489999999
0,1,Lawschool,1.6,0.784718387631143,0.0041147207972442,729.4421880000009
0,1,Lawschool,1.8,0.7852015461071231,0.0053218862681684,739.3954830000002
0,2,Lawschool,0.0,0.7876863611264495,0.0750681183942536,695.154733
0,2,Lawschool,0.2,0.7884456101601325,0.0574534876700875,687.370465
0,2,Lawschool,0.4,0.7887907233572612,0.0473788169871375,697.309389
0,2,Lawschool,0.6,0.7877208724461623,0.0403577644946758,701.8851710000008
0,2,Lawschool,0.8,0.7876863611264495,0.0273924079740795,718.1012899999996
0,2,Lawschool,1.0,0.7868235781336278,0.0218863815524606,773.6963340000002
0,2,Lawschool,1.2,0.7869271120927664,0.0055155643390308,740.3217569999979
0,2,Lawschool,1.4,0.7861678630590834,0.0031238739811327,750.5396550000005
0,2,Lawschool,1.6,0.7851670347874102,0.0184400908167289,729.3718919999992
0,2,Lawschool,1.8,0.7855466593042518,0.0183147223457401,740.5697629999995
0,3,Lawschool,0.0,0.7882730535615682,0.0700194654456456,691.7320129999999
0,3,Lawschool,0.2,0.788065985643291,0.0600076757952791,690.082022
0,3,Lawschool,0.4,0.7876863611264495,0.0650650697216451,702.634693
0,3,Lawschool,0.6,0.7876518498067366,0.0494943043330153,693.6451649999999
0,3,Lawschool,0.8,0.7865129762562121,0.0468081768037991,727.7325220000002
0,3,Lawschool,1.0,0.7867200441744893,0.0308766626405867,766.3481110000002
0,3,Lawschool,1.2,0.7870651573716179,0.024238525666241,730.4541749999989
0,3,Lawschool,1.4,0.7866165102153506,0.0076825970472018,743.4735730000011
0,3,Lawschool,1.6,0.7864094422970734,0.0099135041015997,726.4917099999984
0,3,Lawschool,1.8,0.7850635008282717,0.015001360232156,743.858322
0,4,Lawschool,0.0,0.790378244064053,0.0700514607305906,690.038212
0,4,Lawschool,0.2,0.7893083931529542,0.0597215963506116,680.7493530000002
0,4,Lawschool,0.4,0.7889287686361126,0.053709653785396,698.8871589999999
0,4,Lawschool,0.6,0.7900676421866372,0.0495801892896422,688.8445739999997
0,4,Lawschool,0.8,0.7889287686361126,0.0372266941780367,714.8046000000004
0,4,Lawschool,1.0,0.788859745996687,0.0357678568090778,774.7396129999997
0,4,Lawschool,1.2,0.7891703478741027,0.0248146696789872,739.3697990000001
0,4,Lawschool,1.4,0.787272225289895,0.0074492562239532,747.2345340000011
0,4,Lawschool,1.6,0.7868926007730536,0.0032452565935958,731.7070090000016
