seed,dataset,alpha,acc,disparity,time
0,Lawschool,0.0,0.441882937603534,0.3614993509545836,0.8569399999999999
0,Lawschool,0.0555555555555555,0.455238818332413,0.6642632072058661,1.1835519999999995
0,Lawschool,0.1111111111111111,0.4219353948094975,0.6681747745660008,1.4336519999999986
0,Lawschool,0.1666666666666666,0.4252139701822198,0.8885212522270298,2.2763160000000013
0,Lawschool,0.2222222222222222,0.4250069022639425,0.8877576991600916,2.001827000000006
0,Lawschool,0.2777777777777778,0.4253175041413584,0.8891575464494782,1.4882689999999954
0,Lawschool,0.3333333333333333,0.4253520154610712,0.8895393229829474,1.4722039999999978
0,Lawschool,0.3888888888888888,0.7785408614025401,0.1889932320085051,1.1847199999999989
0,Lawschool,0.4444444444444444,0.790378244064053,0.114154799157727,1.0054149999999993
0,Lawschool,0.5,0.7905508006626173,0.1080285494653887,0.7296439999999933
1,Lawschool,0.0,0.4535822749861954,0.3270781445547253,1.1248650000000002
1,Lawschool,0.0555555555555555,0.476842904472667,0.788798898430046,1.1797299999999993
1,Lawschool,0.1111111111111111,0.4592421314191054,0.7538394057531939,1.4926949999999994
1,Lawschool,0.1666666666666666,0.4280093870789619,0.8820440573770492,2.044136999999999
1,Lawschool,0.2222222222222222,0.4279058531198233,0.8816598360655737,2.204861000000001
1,Lawschool,0.2777777777777778,0.4279403644395361,0.8823002049180328,1.6869950000000031
1,Lawschool,0.3333333333333333,0.4280784097183876,0.8830686475409836,1.5254230000000035
1,Lawschool,0.3888888888888888,0.7751242407509663,0.1852759888108248,1.010005999999997
1,Lawschool,0.4444444444444444,0.7865129762562121,0.1156278654449029,0.9923349999999972
1,Lawschool,0.5,0.786029817780232,0.1089763546584389,0.6480929999999887
2,Lawschool,0.0,0.4550662617338487,0.3090037825235333,1.127655
2,Lawschool,0.0555555555555555,0.4090281612368857,0.675081572069119,1.241739
2,Lawschool,0.1111111111111111,0.4539273881833241,0.6559288824760903,1.4726660000000005
2,Lawschool,0.1666666666666666,0.4230397570403092,0.8831685710617537,2.3110009999999974
2,Lawschool,0.2222222222222222,0.4229017117614577,0.882655026319168,2.3152159999999995
2,Lawschool,0.2777777777777778,0.4230052457205963,0.8827834125048145,1.7586880000000065
2,Lawschool,0.3333333333333333,0.4230397570403092,0.8831685710617537,1.5988069999999936
2,Lawschool,0.3888888888888888,0.7737092766427388,0.1794870385610547,1.0068839999999994
2,Lawschool,0.4444444444444444,0.7820610160132524,0.1137599529061994,0.9816410000000104
2,Lawschool,0.5,0.7833379348426284,0.1066290871104723,0.6825669999999917
3,Lawschool,0.0,0.456791827719492,0.5976305627926233,0.8469159999999999
3,Lawschool,0.0555555555555555,0.3969491993373826,0.601619192471259,1.121918
