seed,dataset,lambda_mmd,in_processing,acc,disparity,time
0,Lawschool,0.0,True,0.7947611816675869,0.0784950245395402,764.8013659999999
0,Lawschool,0.1,True,0.7934497515184981,0.0590479351128616,830.1540370000002
0,Lawschool,0.25,True,0.7933462175593595,0.0461414248184178,819.3429740000001
0,Lawschool,0.5,True,0.7922418553285477,0.035806811070765,819.6648440000008
0,Lawschool,1.0,True,0.7918967421314191,0.0156170188282105,800.7659239999994
0,Lawschool,2.0,True,0.7909994478188846,0.0105147092977247,818.8829700000024
0,Lawschool,3.0,True,0.7904472667034788,0.0052587828307992,819.191393000001
0,Lawschool,4.0,True,0.7900676421866372,0.0068185141841124,802.8300410000011
0,Lawschool,5.0,True,0.7889977912755384,0.0020744312503466,819.7626240000027
0,Lawschool,10.0,True,0.7881695196024296,0.0005533753049288,821.9298970000018
1,Lawschool,0.0,True,0.7888942573163997,0.0762412603930461,760.542314
1,Lawschool,0.1,True,0.7884456101601325,0.0535259299530376,817.2401920000002
1,Lawschool,0.25,True,0.7871686913307565,0.0383954128099327,828.5204780000013
1,Lawschool,0.5,True,0.7872032026504694,0.0299603561825458,820.3450410000005
1,Lawschool,1.0,True,0.7876518498067366,0.0231660571787913,803.9159250000012
1,Lawschool,2.0,True,0.7868235781336278,0.0140709801680234,822.8082719999984
1,Lawschool,3.0,True,0.7856501932633904,0.0060747431941811,816.3752630000017
1,Lawschool,4.0,True,0.7848909442297074,0.0107884000594773,805.1279250000007
1,Lawschool,5.0,True,0.7869961347321922,0.0086610976357756,814.7131430000009
1,Lawschool,10.0,True,0.7836485367200442,0.0048581875828655,823.5105320000002
2,Lawschool,0.0,True,0.7884110988404197,0.0711789689430078,762.5852709999999
2,Lawschool,0.1,True,0.7880314743235781,0.0493088818377649,817.5115820000005
2,Lawschool,0.25,True,0.7877208724461623,0.0366234213815009,827.1094220000004
2,Lawschool,0.5,True,0.7884110988404197,0.0220402365226575,815.9832850000003
2,Lawschool,1.0,True,0.7878244064053009,0.0093112918889168,797.2999099999997
2,Lawschool,2.0,True,0.7863749309773606,0.0027689592271179,824.4179409999961
2,Lawschool,3.0,True,0.7859953064605191,0.0003821832599575,825.4252500000002
2,Lawschool,4.0,True,0.7864439536167863,0.0026535346712963,810.9185000000034
2,Lawschool,5.0,True,0.7861333517393705,0.0023458186712344,821.3850059999968
2,Lawschool,10.0,True,0.7863059083379348,0.0040678490601906,823.792981000006
3,Lawschool,0.0,True,0.7886871893981225,0.0708298232363798,768.689686
3,Lawschool,0.1,True,0.7895844837106571,0.0589139029038375,837.728408
3,Lawschool,0.25,True,0.7888252346769741,0.0490664731207364,830.4253740000004
3,Lawschool,0.5,True,0.7878589177250138,0.0257557693507812,816.1851680000018
3,Lawschool,1.0,True,0.7879969630038652,0.022250478170369,801.2879919999978
3,Lawschool,2.0,True,0.7877208724461623,0.0139047087352945,822.249445999998
3,Lawschool,3.0,True,0.7859953064605191,0.0098955037082146,817.4315760000027
3,Lawschool,4.0,True,0.7864439536167863,0.0036581973560701,801.9621419999967
3,Lawschool,5.0,True,0.7838556046383214,0.0051200795068387,813.6144270000004
3,Lawschool,10.0,True,0.7831653782440641,0.0069678769740886,821.9433550000031
4,Lawschool,0.0,True,0.7900676421866372,0.0685690228021784,790.201056
4,Lawschool,0.1,True,0.7894464384318056,0.0585098370451105,816.564249
4,Lawschool,0.25,True,0.7887907233572612,0.052592004375294,824.5246829999996
4,Lawschool,0.5,True,0.7890668139149641,0.0368619482929952,820.947008000001
4,Lawschool,1.0,True,0.7882040309221424,0.0218849723592988,804.5431099999987
4,Lawschool,2.0,True,0.787272225289895,0.0101080373925193,822.2411869999996
4,Lawschool,3.0,True,0.7865474875759249,0.0093668701972823,818.9561780000004
4,Lawschool,4.0,True,0.7854776366648261,0.0084374953921811,805.8124779999998
4,Lawschool,5.0,True,0.7854431253451132,0.0053667367673322,824.1831029999994
4,Lawschool,10.0,True,0.7840281612368857,0.0011900955145398,827.300562999997
5,Lawschool,0.0,True,0.7878934290447267,0.0828088963114343,767.660274
5,Lawschool,0.1,True,0.7878589177250138,0.066435322526693,819.7947810000005
5,Lawschool,0.25,True,0.7872032026504694,0.0547358037713367,826.0579499999985
5,Lawschool,0.5,True,0.787030646051905,0.0418191828851727,808.5380179999993
5,Lawschool,1.0,True,0.786271397018222,0.033586700947107,794.6429590000007
5,Lawschool,2.0,True,0.7849944781888459,0.0220963319440476,811.2587649999987
5,Lawschool,3.0,True,0.7847528989508559,0.0254631643971745,807.3695099999968
5,Lawschool,4.0,True,0.782406129210381,0.0138503966422748,794.9657879999941
5,Lawschool,5.0,True,0.7823025952512425,0.018487461025532,805.6976179999983
5,Lawschool,10.0,True,0.7792310877967974,0.0112383442840295,806.7498630000046
6,Lawschool,0.0,True,0.7873757592490337,0.0717328997165196,770.3645220000001
6,Lawschool,0.1,True,0.7865129762562121,0.0565484796152622,836.2217730000011
6,Lawschool,0.25,True,0.7876173384870238,0.0459587197084742,825.7149169999984
6,Lawschool,0.5,True,0.7860988404196576,0.0315260016491329,818.6558969999987
6,Lawschool,1.0,True,0.7863404196576477,0.0238802876645414,808.3503630000014
6,Lawschool,2.0,True,0.7840281612368857,0.0147060598411115,832.2201109999987
6,Lawschool,3.0,True,0.7841316951960243,0.0083442459988613,827.373259
6,Lawschool,4.0,True,0.7847528989508559,0.0081416680721087,801.334640000001
6,Lawschool,5.0,True,0.7832344008834898,0.000132093338836,824.9518129999997
6,Lawschool,10.0,True,0.780369961347322,0.0024941709063662,821.4682480000047
7,Lawschool,0.0,True,0.7924489232468249,0.0814084020846605,768.6817589999999
7,Lawschool,0.1,True,0.7909304251794589,0.0709785806425204,825.6019140000008
7,Lawschool,0.25,True,0.7912410270568746,0.0523017318158444,828.6627800000006
7,Lawschool,0.5,True,0.7899641082274986,0.0361230441770784,813.2460109999993
7,Lawschool,1.0,True,0.7898260629486472,0.0279922302386051,800.0195089999979
7,Lawschool,2.0,True,0.788342076200994,0.0161082870663065,825.9846870000001
7,Lawschool,3.0,True,0.7882730535615682,0.0114004619756092,822.9797919999983
7,Lawschool,4.0,True,0.7871341800110436,0.0060160229857778,808.1225190000005
7,Lawschool,5.0,True,0.7869616234124793,0.0126112134364424,817.937412000003
7,Lawschool,10.0,True,0.7863059083379348,0.003737360573833,818.4824559999979
8,Lawschool,0.0,True,0.7893774157923799,0.0814632224927248,762.863556
8,Lawschool,0.1,True,0.7906198233020431,0.057528457006122,837.7907540000006
8,Lawschool,0.25,True,0.7893083931529542,0.0462791117754874,842.2861689999991
8,Lawschool,0.5,True,0.7906543346217559,0.0288624147551938,817.3612919999996
8,Lawschool,1.0,True,0.790378244064053,0.0202310505424977,808.0240229999981
8,Lawschool,2.0,True,0.7892048591938156,0.0136116064443014,842.8774389999999
8,Lawschool,3.0,True,0.7884456101601325,0.0024039381988705,828.939241
8,Lawschool,4.0,True,0.7891703478741027,0.0022430153628333,815.5959669999975
8,Lawschool,5.0,True,0.7886871893981225,0.0062882756237631,810.9284560000015
8,Lawschool,10.0,True,0.7845458310325787,0.0038731791390284,816.6461369999961
9,Lawschool,0.0,True,0.7911029817780232,0.077646781764733,769.561742
9,Lawschool,0.1,True,0.7901366648260629,0.0638166971378896,864.0655990000005
9,Lawschool,0.25,True,0.7897570403092214,0.0435367193343127,859.0112889999982
9,Lawschool,0.5,True,0.7894809497515185,0.0326877758485297,833.2776049999993
9,Lawschool,1.0,True,0.7897570403092214,0.0199976651754623,830.4250030000003
9,Lawschool,2.0,True,0.7892393705135284,0.0201993869236192,854.9658170000039
9,Lawschool,3.0,True,0.7870996686913307,0.0144029450458174,861.9159319999999
9,Lawschool,4.0,True,0.7854086140254003,0.0075691844611955,829.7100100000025
9,Lawschool,5.0,True,0.7869616234124793,0.0085323194525395,849.7150939999992
9,Lawschool,10.0,True,0.7856847045831032,0.0011726456016665,848.3144459999894
10,Lawschool,0.0,True,0.7909304251794589,0.0866968437640006,779.513733
10,Lawschool,0.1,True,0.7905508006626173,0.06665086360055,823.9486939999997
10,Lawschool,0.25,True,0.7899295969077857,0.0550097328863415,820.0758239999996
10,Lawschool,0.5,True,0.7896880176697957,0.0368861908881645,815.2328850000013
10,Lawschool,1.0,True,0.789101325234677,0.0268179641273617,796.0228370000004
10,Lawschool,2.0,True,0.788583655438984,0.0201982496253611,817.6111700000001
10,Lawschool,3.0,True,0.7869616234124793,0.0198194588206213,836.0417019999986
10,Lawschool,4.0,True,0.7888942573163997,0.0150915741012529,803.9960030000002
10,Lawschool,5.0,True,0.7860643290999448,0.012616833258663,814.0120210000023
10,Lawschool,10.0,True,0.7854776366648261,0.0124698743994191,810.2315939999971
