Unnamed: 0,seed,dataset,alpha,acc,disparity,time
0,0,COMPAS,0.0,0.6496212121212122,0.0332138041400565,0.0589379999999977
0,0,COMPAS,0.03,0.6458333333333334,0.064508720197964,0.0574019999999961
0,0,COMPAS,0.06,0.6486742424242424,0.0978410656867248,0.0581770000000005
0,0,COMPAS,0.09,0.6486742424242424,0.1298324121682694,0.0619630000000199
0,0,COMPAS,0.12,0.6458333333333334,0.1509994517462622,0.0648300000000006
0,0,COMPAS,0.15,0.6486742424242424,0.1643427623097781,0.0562260000000094
0,0,COMPAS,0.18,0.646780303030303,0.2027649769585253,0.0564839999999975
0,0,COMPAS,0.21,0.6505681818181818,0.237275327100034,0.056223999999986
0,0,COMPAS,0.24,0.6543560606060606,0.2543156459762621,0.0579359999999837
0,0,COMPAS,inf,0.6543560606060606,0.2543156459762621,0.0002429999999975
0,1,COMPAS,0.0,0.65625,0.0541953323992709,0.058021999999994
0,1,COMPAS,0.03,0.6553030303030303,0.018657833739367,0.0568130000000053
0,1,COMPAS,0.06,0.6638257575757576,0.0155340236522331,0.057327000000015
0,1,COMPAS,0.09,0.6638257575757576,0.0454190896219265,0.0574829999999906
0,1,COMPAS,0.12,0.6647727272727273,0.0802837676476785,0.0562820000000101
0,1,COMPAS,0.15,0.6647727272727273,0.1068047304466124,0.0601910000000032
0,1,COMPAS,0.18,0.6647727272727273,0.1339985138796982,0.0568120000000078
0,1,COMPAS,0.21,0.665719696969697,0.170748568407744,0.057382000000004
0,1,COMPAS,0.24,0.6647727272727273,0.2029219638968883,0.0576400000000063
0,1,COMPAS,inf,0.6685606060606061,0.2478826482515905,0.000700000000009
0,2,COMPAS,0.0,0.6628787878787878,0.0245156714102052,0.0573660000000018
0,2,COMPAS,0.03,0.6676136363636364,0.0200159595690916,0.0659449999999992
0,2,COMPAS,0.06,0.6704545454545454,0.0496076605931639,0.0577230000000099
0,2,COMPAS,0.09,0.6685606060606061,0.0899499046859068,0.0580690000000032
0,2,COMPAS,0.12,0.6714015151515151,0.1124041317551092,0.0680580000000077
0,2,COMPAS,0.15,0.6770833333333334,0.1429489737110431,0.0597640000000012
0,2,COMPAS,0.18,0.6723484848484849,0.1803431307354701,0.0563450000000074
0,2,COMPAS,0.21,0.6742424242424242,0.2037504987365341,0.058579999999992
0,2,COMPAS,0.24,0.6714015151515151,0.2275346898967061,0.0603799999999949
0,2,COMPAS,inf,0.6714015151515151,0.2579908675799087,0.0003330000000119
0,3,COMPAS,0.0,0.6695075757575758,0.04033300487443,0.0644310000000132
0,3,COMPAS,0.03,0.6751893939393939,0.0080890810519177,0.0618679999999898
0,3,COMPAS,0.06,0.6761363636363636,0.024668137862819,0.0626440000000059
0,3,COMPAS,0.09,0.6770833333333334,0.0666197082835337,0.0611209999999999
0,3,COMPAS,0.12,0.6827651515151515,0.1061846438593796,0.0603930000000048
0,3,COMPAS,0.15,0.6922348484848485,0.1401595336133352,0.0605429999999955
0,3,COMPAS,0.18,0.6922348484848485,0.1884542324365031,0.0611530000000186
0,3,COMPAS,0.21,0.6912878787878788,0.2145798286268794,0.0615179999999924
0,3,COMPAS,0.24,0.6865530303030303,0.246295470639146,0.0604289999999991
0,3,COMPAS,inf,0.6865530303030303,0.246295470639146,0.000242
