Unnamed: 0,seed,dataset,lambda,acc,disparity,time
0,6,ACSIncome,0.25,0.8047101231601081,0.1441851993366885,1567.5438949999989
0,6,ACSIncome,0.35,0.804083308300791,0.1463367258970233,1528.6788470000029
0,6,ACSIncome,0.45,0.8011494943426455,0.0835967446778594,1543.010503000001
0,6,ACSIncome,0.55,0.8016301191549013,0.0839092355238699,1498.929995999999
0,6,ACSIncome,0.65,0.7986902973866026,0.0476787197087371,1434.998811999998
0,6,ACSIncome,0.75,0.79417843196155,0.0161714786775182,1501.4100360000011
0,6,ACSIncome,0.8500000000000001,0.7898568138580154,0.0138899520387057,1550.0072280000095
0,6,ACSIncome,0.95,0.7831541003304295,0.0225858676988229,1443.147546
0,7,ACSIncome,0.05,0.8053209171923501,0.1832537793168244,1559.5367840000004
0,7,ACSIncome,0.15,0.8049304095323921,0.1594100595369508,1561.3711110000004
0,7,ACSIncome,0.25,0.8048442975868629,0.1396404369937793,1529.118322000002
0,7,ACSIncome,0.35,0.8047401622108742,0.1392219582173582,1556.045592999999
0,7,ACSIncome,0.45,0.8023610693902072,0.0913159980267147,1523.8152090000003
0,7,ACSIncome,0.55,0.7991589065785522,0.0579734214983128,1448.0359629999984
0,7,ACSIncome,0.65,0.7973986182036648,0.040293690432102,1460.692833000001
0,7,ACSIncome,0.75,0.7944888354861319,0.0167495241754633,1518.7920539999975
0,7,ACSIncome,0.8500000000000001,0.7918474016221088,0.0023139283508736,1509.6867929999937
0,7,ACSIncome,0.95,0.781698207669971,0.0198476331621315,1500.6128890000036
0,8,ACSIncome,0.05,0.8053950135175728,0.1576371362250889,1528.5250290000004
0,8,ACSIncome,0.15,0.8046800841093421,0.1482109644592162,1704.831731000002
0,8,ACSIncome,0.25,0.8038129568438971,0.1165608454231347,1550.9526879999976
0,8,ACSIncome,0.35,0.8043296285170722,0.1235204071813743,1524.3376800000003
0,8,ACSIncome,0.45,0.8019685591268649,0.0840447981349121,1479.406605
0,8,ACSIncome,0.55,0.8012876739761691,0.0742090217318986,1465.4430759999996
0,8,ACSIncome,0.65,0.7964533894062281,0.0290679522743306,1478.0479479999997
0,8,ACSIncome,0.75,0.7947671973565635,0.0142179682004864,1457.5656699999963
0,8,ACSIncome,0.8500000000000001,0.7925883648743366,0.0019775788361501,1521.6852820000058
0,8,ACSIncome,0.95,0.7836367277460698,0.0409845597741086,1448.3887299999988
0,9,ACSIncome,0.05,0.8042675478121558,0.1770257570020674,1552.6519099999996
0,9,ACSIncome,0.15,0.8040492640432563,0.1759717884542763,1726.402424
0,9,ACSIncome,0.25,0.8035426053870031,0.1366426427820182,1535.0273770000003
0,9,ACSIncome,0.35,0.8021367778111546,0.1137180893483401,1507.2979379999997
0,9,ACSIncome,0.45,0.8016261139481325,0.0951736213591196,1529.9921620000025
0,9,ACSIncome,0.55,0.7991729248022429,0.0703946308305084,1476.695088999997
0,9,ACSIncome,0.65,0.7967978371883448,0.0494385272033719,1450.1772169999967
0,9,ACSIncome,0.75,0.7940943226194053,0.0242477130429463,1498.1784170000028
0,9,ACSIncome,0.8500000000000001,0.7881566035846601,0.0137910659153148,1494.6124899999995
0,9,ACSIncome,0.95,0.7863923100030039,0.0224588512955217,1409.118122
