Unnamed: 0,seed,dataset,alpha,acc,disparity,time
0,0,COMPAS,0.2,0.6553030303030303,0.1850800894987183,77.492283
0,0,COMPAS,0.45,0.6524621212121212,0.1439240149954806,92.75915500000002
0,0,COMPAS,0.7,0.6524621212121212,0.1197563975284128,98.19792
0,0,COMPAS,0.95,0.6505681818181818,0.1220086831537925,95.14014500000008
0,0,COMPAS,1.2,0.6524621212121212,0.1109695200557144,88.37816500000008
0,0,COMPAS,1.45,0.646780303030303,0.102182642583016,89.50899700000002
0,0,COMPAS,1.7,0.6524621212121212,0.1266169780846681,94.57262199999992
0,0,COMPAS,1.95,0.6543560606060606,0.0813341828796657,90.8474940000001
0,0,COMPAS,2.2,0.6515151515151515,0.1100582334375509,95.451194
0,0,COMPAS,2.45,0.6458333333333334,0.0621527108924681,94.99233900000011
0,1,COMPAS,0.2,0.6704545454545454,0.1331926078453843,76.850138
0,1,COMPAS,0.45,0.6628787878787878,0.0794778616133647,92.48092099999997
0,1,COMPAS,0.7,0.6628787878787878,0.0450161366047696,93.98825999999995
0,1,COMPAS,0.95,0.6609848484848485,0.0596924987892925,98.38185399999998
0,1,COMPAS,1.2,0.6553030303030303,0.0149979852349142,91.20402400000012
0,1,COMPAS,1.45,0.6666666666666666,0.0435374099363038,89.75119399999994
0,1,COMPAS,1.7,0.6581439393939394,0.0094786379448656,92.95854899999996
0,1,COMPAS,1.95,0.65625,0.0102845439791794,90.84540500000004
0,1,COMPAS,2.2,0.6638257575757576,0.006654270008096,91.72315500000012
0,1,COMPAS,2.45,0.6590909090909091,0.0176892677715219,93.70540600000004
0,2,COMPAS,0.2,0.6789772727272727,0.1449439198474975,78.413657
0,2,COMPAS,0.45,0.6789772727272727,0.0609345214345879,93.06352400000004
0,2,COMPAS,0.7,0.6827651515151515,0.0590282395708648,93.382878
0,2,COMPAS,0.95,0.678030303030303,0.0606463625482112,93.93073299999992
0,2,COMPAS,1.2,0.6704545454545454,0.0555038347297956,92.767242
0,2,COMPAS,1.45,0.6751893939393939,0.0551270115706876,89.91884600000003
0,2,COMPAS,1.7,0.678030303030303,0.0412288868200558,94.9032810000001
0,2,COMPAS,1.95,0.6751893939393939,0.0086226005231191,95.48209899999983
0,2,COMPAS,2.2,0.6751893939393939,0.0297246974331693,92.41834200000017
0,2,COMPAS,2.45,0.6808712121212122,0.027729751296715,93.14794499999994
0,3,COMPAS,0.2,0.6846590909090909,0.1282900529405813,79.47019
0,3,COMPAS,0.45,0.6903409090909091,0.102917539330768,93.10643999999996
0,3,COMPAS,0.7,0.6865530303030303,0.0300671030299397,94.696726
0,3,COMPAS,0.95,0.6837121212121212,0.0404941120931574,95.444214
0,3,COMPAS,1.2,0.6950757575757576,0.0365376185355728,90.22645599999998
0,3,COMPAS,1.45,0.6808712121212122,0.0111014113741696,88.0490749999999
0,3,COMPAS,1.7,0.678030303030303,0.0443232185475622,92.62407400000028
0,3,COMPAS,1.95,0.6723484848484849,0.0205842572020547,91.99543500000004
0,3,COMPAS,2.2,0.6818181818181818,0.0117271068515528,93.1568470000002
0,3,COMPAS,2.45,0.6799242424242424,0.0111950783618018,90.01281999999992
0,4,COMPAS,0.2,0.6714015151515151,0.0690855546326361,76.91615
0,4,COMPAS,0.45,0.6590909090909091,0.037801102469229,89.06825400000002
0,4,COMPAS,0.7,0.6600378787878788,0.0022426942535678,97.50242899999996
0,4,COMPAS,0.95,0.6676136363636364,0.0283848070678849,94.31603399999996
0,4,COMPAS,1.2,0.65625,0.0017745223891867,89.638596
0,4,COMPAS,1.45,0.6666666666666666,0.0281960280903119,89.35706700000003
0,4,COMPAS,1.7,0.6666666666666666,0.0183946235747187,92.2866680000002
0,4,COMPAS,1.95,0.6638257575757576,0.0115457222683681,93.10735799999998
0,4,COMPAS,2.2,0.6714015151515151,0.0417050517254398,91.29838900000004
0,4,COMPAS,2.45,0.6619318181818182,0.0691459639054594,92.89263300000016
0,5,COMPAS,0.2,0.6723484848484849,0.1267188523126377,78.084342
0,5,COMPAS,0.45,0.6628787878787878,0.0709714863979998,89.85923100000002
0,5,COMPAS,0.7,0.6685606060606061,0.0493035299720221,94.77491599999996
0,5,COMPAS,0.95,0.6590909090909091,0.0383802607298053,92.205237
0,5,COMPAS,1.2,0.6628787878787878,0.0324275254479433,91.53757100000009
0,5,COMPAS,1.45,0.6581439393939394,0.0126793261503661,90.98274399999993
0,5,COMPAS,1.7,0.6609848484848485,0.0245699148758855,91.82590500000016
0,5,COMPAS,1.95,0.6609848484848485,0.030195249717245,90.78185800000006
