seed,dataset,alpha,acc,disparity,time
8,AdultCensus,0.4444444444444444,0.8330717259264314,0.2122911137103517,0.7581020000000009
8,AdultCensus,0.5,0.8334811983894083,0.209522259760989,0.5418589999999952
9,AdultCensus,0.0,0.4444141131508906,0.094674930310129,0.590842
9,AdultCensus,0.0555555555555555,0.5635705998771583,0.4126070750677326,0.8240319999999999
9,AdultCensus,0.1111111111111111,0.4914352009827339,0.2056649048856276,1.305181000000001
9,AdultCensus,0.1666666666666666,0.5037193748720399,0.9341453344343518,1.6134270000000015
9,AdultCensus,0.2222222222222222,0.504743056029482,0.9322873658133772,1.4455209999999994
9,AdultCensus,0.2777777777777778,0.5054937555449396,0.9312551610239472,1.2591549999999998
9,AdultCensus,0.3333333333333333,0.7210127618917628,0.587560535880234,0.9354329999999962
9,AdultCensus,0.3888888888888888,0.8413294205964649,0.2191155782295687,0.9090350000000028
9,AdultCensus,0.4444444444444444,0.8434450283218453,0.2018712234395366,0.8315200000000047
9,AdultCensus,0.5,0.8434450283218453,0.199111009547426,0.7821149999999975
10,AdultCensus,0.0,0.7373916604108374,0.0174119025997712,0.6631220000000001
10,AdultCensus,0.0555555555555555,0.4316522213881116,0.3656707060259714,1.1425240000000008
10,AdultCensus,0.1111111111111111,0.5915512181805773,0.1796851027204241,1.3358260000000008
10,AdultCensus,0.1666666666666666,0.5097249709957006,0.9390999174236168,1.6079359999999951
10,AdultCensus,0.2222222222222222,0.510885142974135,0.9364161849710982,1.477920000000001
10,AdultCensus,0.2777777777777778,0.5110216337951273,0.9368290668868704,1.307172000000001
10,AdultCensus,0.3333333333333333,0.7666689415136833,0.4999062397321457,0.9047360000000068
10,AdultCensus,0.3888888888888888,0.8345048795468505,0.2280384619561452,0.8840599999999981
10,AdultCensus,0.4444444444444444,0.8359380331672696,0.2160010536507406,0.8207820000000012
10,AdultCensus,0.5,0.8364157510407425,0.2132382931834538,0.7550150000000002
11,AdultCensus,0.0,0.5647307718555927,0.7456677088663913,0.556971
11,AdultCensus,0.0555555555555555,0.4074251006619804,0.6604970914748333,0.8423269999999992
11,AdultCensus,0.1111111111111111,0.4719170135808367,0.0139796194865871,1.1680530000000005
11,AdultCensus,0.1666666666666666,0.4988739507268136,0.9332504145936982,1.5409029999999966
11,AdultCensus,0.2222222222222222,0.4993516686002866,0.933872305140962,1.387786999999996
11,AdultCensus,0.2777777777777778,0.4993516686002866,0.933457711442786,1.2082130000000006
11,AdultCensus,0.3333333333333333,0.7478332082167474,0.5266399544988795,0.9272850000000048
11,AdultCensus,0.3888888888888888,0.8354603152937965,0.2119285385397089,0.8271619999999942
11,AdultCensus,0.4444444444444444,0.8356650515252849,0.1966484893334392,0.8277689999999964
11,AdultCensus,0.5,0.836142769398758,0.1947980870902381,0.605632
12,AdultCensus,0.0,0.4020337132327851,0.1191925372051883,0.6101880000000001
12,AdultCensus,0.0555555555555555,0.429946086125708,0.6692029137297979,0.8245489999999993
12,AdultCensus,0.1111111111111111,0.5644577902136081,0.0370948203401483,1.2753900000000016
12,AdultCensus,0.1666666666666666,0.5032416569985668,0.9373703857320614,1.535736
12,AdultCensus,0.2222222222222222,0.5032416569985668,0.93488179178764,1.4249679999999998
12,AdultCensus,0.2777777777777778,0.5032416569985668,0.93488179178764,1.349613000000005
12,AdultCensus,0.3333333333333333,0.7340476352965263,0.5688115464076193,0.9515870000000036
12,AdultCensus,0.3888888888888888,0.8365522418617348,0.2259774806422653,0.8191370000000049
12,AdultCensus,0.4444444444444444,0.8379171500716577,0.2160090135483786,0.6719889999999964
12,AdultCensus,0.5,0.8381901317136422,0.2133406498484698,0.4755900000000039
13,AdultCensus,0.0,0.4195727837302941,0.1820481852467523,0.714237
13,AdultCensus,0.0555555555555555,0.4435951682249369,0.6983237098641397,0.8525659999999995
13,AdultCensus,0.1111111111111111,0.6744693919333925,0.1818213253730142,1.224209
13,AdultCensus,0.1666666666666666,0.5087695352487546,0.9310133060388944,1.5409550000000003
13,AdultCensus,0.2222222222222222,0.5091790077117314,0.92978505629478,1.4795619999999978
13,AdultCensus,0.2777777777777778,0.5091790077117314,0.92978505629478,1.2863199999999964
13,AdultCensus,0.3333333333333333,0.7483791715007165,0.5405529471036123,0.9557569999999984
13,AdultCensus,0.3888888888888888,0.8354603152937965,0.2217540281511622,0.8353250000000045
13,AdultCensus,0.4444444444444444,0.8355285607042926,0.2087524739776531,0.7989219999999975
13,AdultCensus,0.5,0.8349825974203234,0.206397972365219,0.5689990000000051
14,AdultCensus,0.0,0.5442571487067495,0.3477763074573474,0.5816749999999999
14,AdultCensus,0.0555555555555555,0.4128164880911759,0.6807154141821384,0.8242229999999999
14,AdultCensus,0.1111111111111111,0.7571828294547192,0.0044012282497441,1.2563379999999995
14,AdultCensus,0.1666666666666666,0.5082918173752815,0.9365144378455867,1.5262879999999974
14,AdultCensus,0.2222222222222222,0.5087012898382584,0.934466516485767,1.3687660000000008
14,AdultCensus,0.2777777777777778,0.5094519893537159,0.933442555805857,1.3484459999999956
14,AdultCensus,0.3333333333333333,0.737186924179349,0.5679384181452959,0.9378290000000008
14,AdultCensus,0.3888888888888888,0.8358015423462772,0.2292542526858268,0.8581019999999953
14,AdultCensus,0.4444444444444444,0.839009076639596,0.2112395038789978,0.7093970000000027
14,AdultCensus,0.5,0.8391455674605883,0.2083732524282122,0.6208429999999936
15,AdultCensus,0.0,0.4208012011192247,0.1406558072732399,0.5219159999999999
15,AdultCensus,0.0555555555555555,0.5064491912918856,0.2946357865717641,0.7664039999999996
15,AdultCensus,0.1111111111111111,0.3932300552787825,0.5832765599799798,1.4149820000000002
15,AdultCensus,0.1666666666666666,0.5078823449123047,0.939739076413336,1.4956949999999978
15,AdultCensus,0.2222222222222222,0.5082235719647854,0.937875336508594,1.4308250000000022
15,AdultCensus,0.2777777777777778,0.508564799017266,0.9368399254504038,1.2250329999999965
15,AdultCensus,0.3333333333333333,0.7302941377192383,0.585767617333658,0.8839889999999997
15,AdultCensus,0.3888888888888888,0.8402374940285265,0.2262987832065095,0.7662359999999993
15,AdultCensus,0.4444444444444444,0.8424213471644032,0.2124411383990454,0.7642150000000001
15,AdultCensus,0.5,0.8417388930594417,0.211009058666323,0.5518789999999996
16,AdultCensus,0.0,0.4094724629768648,0.2155876038995339,0.8030529999999999
16,AdultCensus,0.0555555555555555,0.3870879683341295,0.4711251856085549,0.8930199999999999
16,AdultCensus,0.1111111111111111,0.4996246502422712,0.9932556713672592,1.3140799999999988
16,AdultCensus,0.1666666666666666,0.5134102231624923,0.9367166632422436,1.608003
16,AdultCensus,0.2222222222222222,0.513751450214973,0.9324018902814876,1.403378
16,AdultCensus,0.2777777777777778,0.5138196956254691,0.9326073556605712,1.281801999999999
16,AdultCensus,0.3333333333333333,0.7500853067631201,0.555186098597935,0.9322129999999972
16,AdultCensus,0.3888888888888888,0.8412611751859688,0.2189712319495011,0.8420970000000096
16,AdultCensus,0.4444444444444444,0.8406469664915035,0.2056793057898867,0.7941939999999903
16,AdultCensus,0.5,0.840442230260015,0.203223547298252,0.7094039999999993
17,AdultCensus,0.0,0.4857708319115539,0.1063534657071227,0.6568499999999999
17,AdultCensus,0.0555555555555555,0.4925953729611683,0.505200545841686,0.8271639999999998
17,AdultCensus,0.1111111111111111,0.2844468709479287,0.3613011690362792,1.5261899999999995
17,AdultCensus,0.1666666666666666,0.5095202347642122,0.93877131703308,1.6048959999999963
17,AdultCensus,0.2222222222222222,0.5105439159216543,0.9344565440723238,1.4773999999999994
17,AdultCensus,0.2777777777777778,0.5107486521531427,0.9342510786932402,1.3209249999999957
17,AdultCensus,0.3333333333333333,0.6927591619463591,0.6479487832296579,0.9254490000000076
17,AdultCensus,0.3888888888888888,0.8424895925748993,0.2257893609917532,0.8313300000000012
17,AdultCensus,0.4444444444444444,0.8421483655224186,0.2086187036650479,0.7793750000000017
17,AdultCensus,0.5,0.8424213471644032,0.2058542012127118,0.5987239999999971
18,AdultCensus,0.0,0.6750153552173617,0.2539364090496554,0.6743570000000001
18,AdultCensus,0.0555555555555555,0.4469391933392479,0.5138834417317601,1.0935609999999991
18,AdultCensus,0.1111111111111111,0.599877158261107,0.181750347570526,1.2387039999999985
18,AdultCensus,0.1666666666666666,0.5114311062581042,0.9437397708674304,1.5265679999999977
18,AdultCensus,0.2222222222222222,0.5124547874155463,0.9414893617021276,1.418885999999997
18,AdultCensus,0.2777777777777778,0.5124547874155463,0.9410801963993454,1.345400000000005
18,AdultCensus,0.3333333333333333,0.7796355695079505,0.4875128112945546,0.910396999999996
18,AdultCensus,0.3888888888888888,0.8335494437999045,0.2198096344287147,0.8642040000000009
18,AdultCensus,0.4444444444444444,0.8342318979048658,0.2078287589783815,0.7175790000000006
18,AdultCensus,0.5,0.8343683887258582,0.2053728453350965,0.5202440000000053
19,AdultCensus,0.0,0.513751450214973,0.9288190007693642,0.6060030000000001
19,AdultCensus,0.0555555555555555,0.5426875042653382,0.2349518179384744,0.7436769999999999
19,AdultCensus,0.1111111111111111,0.4923223913191837,0.9929649265905384,1.271687
19,AdultCensus,0.1666666666666666,0.5061079642394049,0.9333333333333332,1.495839
19,AdultCensus,0.2222222222222222,0.5067221729338702,0.931062951496388,1.395028
19,AdultCensus,0.2777777777777778,0.5071316453968471,0.9331269349845202,1.250708000000003
19,AdultCensus,0.3333333333333333,0.7501535521736163,0.5354847541317549,0.8341090000000051
19,AdultCensus,0.3888888888888888,0.8355968061147888,0.2241109593146093,0.8219539999999981
19,AdultCensus,0.4444444444444444,0.8375759230191769,0.211356328398965,0.7571169999999938
19,AdultCensus,0.5,0.8383266225346345,0.2080862361257716,0.6848380000000063
20,AdultCensus,0.0,0.5069269091653587,0.5530668603347948,0.5903889999999998
20,AdultCensus,0.0555555555555555,0.5924384085170272,0.10739112475351,0.8558930000000009
20,AdultCensus,0.1111111111111111,0.5162765304033303,0.374229231918626,1.3398649999999996
20,AdultCensus,0.1666666666666666,0.5063127004708934,0.9383991894630191,1.538055
20,AdultCensus,0.2222222222222222,0.5065174367023818,0.9398176291793312,1.3924169999999982
20,AdultCensus,0.2777777777777778,0.5072681362178394,0.9404255319148936,1.3040599999999998
20,AdultCensus,0.3333333333333333,0.7515184603835392,0.5381995995273396,0.9465790000000068
20,AdultCensus,0.3888888888888888,0.8355968061147888,0.2258796542748674,0.8802489999999992
20,AdultCensus,0.4444444444444444,0.8360745239882618,0.2151746943648788,0.7611970000000028
20,AdultCensus,0.5,0.836142769398758,0.2133319696494853,0.5282940000000025
21,AdultCensus,0.0,0.8117791578516345,0.1712985953439541,0.7604120000000001
21,AdultCensus,0.0555555555555555,0.4347232648604381,0.7043819660968356,0.7994019999999988
21,AdultCensus,0.1111111111111111,0.512318296594554,0.9759262023269688,1.3076070000000009
21,AdultCensus,0.1666666666666666,0.5061762096499011,0.9405550952775475,1.6107349999999985
21,AdultCensus,0.2222222222222222,0.5071998908073432,0.9366197183098592,1.4330420000000004
21,AdultCensus,0.2777777777777778,0.5072681362178394,0.9368268434134216,1.3138080000000016
21,AdultCensus,0.3333333333333333,0.7316590459291613,0.5832421350434593,0.922117
21,AdultCensus,0.3888888888888888,0.8358697877567733,0.2305520806322744,0.8727930000000015
21,AdultCensus,0.4444444444444444,0.8375076776086808,0.2162955912393986,0.8115250000000032
21,AdultCensus,0.5,0.8379171500716577,0.2132279050745123,0.7036459999999991
22,AdultCensus,0.0,0.793557633249164,0.2024452841593056,0.771781
22,AdultCensus,0.0555555555555555,0.5296526308605747,0.0867949536539998,0.8154149999999998
22,AdultCensus,0.1111111111111111,0.3440251143110626,0.2398573313395778,1.2403600000000008
22,AdultCensus,0.1666666666666666,0.5052890193134512,0.9433172976364778,1.6005619999999965
22,AdultCensus,0.2222222222222222,0.505698491776428,0.9399707174231332,1.4802359999999943
22,AdultCensus,0.2777777777777778,0.5061762096499011,0.9401798786864672,1.285020000000003
22,AdultCensus,0.3333333333333333,0.762778953115403,0.5096375204796674,0.9386599999999988
22,AdultCensus,0.3888888888888888,0.8359380331672696,0.2244014750445527,0.8502510000000072
22,AdultCensus,0.4444444444444444,0.8379171500716577,0.2114158064895587,0.810368000000004
22,AdultCensus,0.5,0.8377124138401693,0.2084650690520317,0.5386360000000039
23,AdultCensus,0.0,0.7309083464137037,0.1194049363232999,0.6608499999999999
23,AdultCensus,0.0555555555555555,0.4073568552514843,0.4219727713658929,1.1839719999999998
23,AdultCensus,0.1111111111111111,0.5304033303760323,0.118664000254328,1.3600619999999992
23,AdultCensus,0.1666666666666666,0.5077458540913123,0.9278668310727496,1.5951340000000016
23,AdultCensus,0.2222222222222222,0.5084283081962738,0.928688861487875,1.2755779999999994
23,AdultCensus,0.2777777777777778,0.5089060260697468,0.929305384299219,1.2937840000000025
23,AdultCensus,0.3333333333333333,0.7347300894014878,0.5631365050503803,0.9351610000000008
23,AdultCensus,0.3888888888888888,0.8336859346208968,0.2219575562019305,0.8638819999999967
23,AdultCensus,0.4444444444444444,0.8345731249573466,0.2073440274560006,0.8253929999999983
23,AdultCensus,0.5,0.835733296935781,0.2036575943889263,0.5639069999999933
24,AdultCensus,0.0,0.6511294615437112,0.4693099422338337,0.6223479999999999
24,AdultCensus,0.0555555555555555,0.4445506039718829,0.7341398165004156,0.8625579999999999
24,AdultCensus,0.1111111111111111,0.534566300416297,0.242700200477881,1.1581270000000004
24,AdultCensus,0.1666666666666666,0.5014672763256671,0.9409686135938474,1.5471499999999985
24,AdultCensus,0.2222222222222222,0.5027639391250939,0.9382664726668052,1.4104680000000016
24,AdultCensus,0.2777777777777778,0.5031734115880707,0.9382664726668052,1.343394999999994
24,AdultCensus,0.3333333333333333,0.7438067289974749,0.546043112015828,0.9291890000000008
24,AdultCensus,0.3888888888888888,0.8383948679451307,0.2227639438526769,0.8915609999999958
24,AdultCensus,0.4444444444444444,0.8385996041766192,0.2078970367432116,0.832571999999999
24,AdultCensus,0.5,0.8386678495871153,0.2042253048171502,0.7650149999999982
25,AdultCensus,0.0,0.5093154985327236,0.3923062787491925,0.6314329999999997
25,AdultCensus,0.0555555555555555,0.4257148706749471,0.7435087374322659,0.823665000000001
25,AdultCensus,0.1111111111111111,0.5082235719647854,0.9855935881323014,1.306623000000002
25,AdultCensus,0.1666666666666666,0.5100661980481812,0.9424623633738916,1.4548449999999988
25,AdultCensus,0.2222222222222222,0.5110216337951273,0.939987626314704,1.4735720000000008
25,AdultCensus,0.2777777777777778,0.5111581246161195,0.9404000824912352,1.2722550000000012
25,AdultCensus,0.3333333333333333,0.7569098478127346,0.5369381346867146,0.9453940000000074
25,AdultCensus,0.3888888888888888,0.8377124138401693,0.2297595250914627,0.8868539999999996
25,AdultCensus,0.4444444444444444,0.8384631133556268,0.2158809469058172,0.8122499999999988
25,AdultCensus,0.5,0.8389408312290998,0.2134262773289028,0.5928869999999975
26,AdultCensus,0.0,0.7651675424827681,0.0341304724019713,0.619639
26,AdultCensus,0.0555555555555555,0.368866443731659,0.4313450757815821,1.0609490000000008
26,AdultCensus,0.1111111111111111,0.376441684296731,0.164403696713687,1.2873219999999996
26,AdultCensus,0.1666666666666666,0.5016037671466594,0.9381507705122866,1.5995980000000003
26,AdultCensus,0.2222222222222222,0.5024227120726131,0.9369012911286964,1.3746920000000031
26,AdultCensus,0.2777777777777778,0.5029004299460861,0.9362765514369012,1.245931000000006
26,AdultCensus,0.3333333333333333,0.751927932846516,0.5319915850715435,0.9097839999999948
26,AdultCensus,0.3888888888888888,0.8351190882413158,0.2227699596118779,0.8791840000000022
26,AdultCensus,0.4444444444444444,0.8362792602197502,0.2115020680272673,0.8324250000000077
26,AdultCensus,0.5,0.8370299597352078,0.2084305844716429,0.745828000000003
27,AdultCensus,0.0,0.3947314543096977,0.2653609557842492,0.587088
27,AdultCensus,0.0555555555555555,0.4487818194226438,0.7068240120756859,0.8573260000000005
27,AdultCensus,0.1111111111111111,0.4938920357605951,0.991386382280558,1.3852620000000009
27,AdultCensus,0.1666666666666666,0.5074728724493278,0.9373597225056112,1.6037590000000002
27,AdultCensus,0.2222222222222222,0.5081553265542892,0.9361354825545808,1.526577999999997
27,AdultCensus,0.2777777777777778,0.5088377806592507,0.9369516425219344,2.0744139999999973
27,AdultCensus,0.3333333333333333,0.7250392411110352,0.5923797339914391,0.9198829999999916
27,AdultCensus,0.3888888888888888,0.8396232853340613,0.2294997136912173,0.8589330000000004
27,AdultCensus,0.4444444444444444,0.8414659114174572,0.2155590871528621,0.7941649999999996
27,AdultCensus,0.5,0.8413294205964649,0.2131043303847685,0.6492009999999979
28,AdultCensus,0.0,0.5782433631338293,0.4609328198005594,0.9452649999999998
28,AdultCensus,0.0555555555555555,0.3970517982665665,0.6748555978035524,0.8782049999999995
28,AdultCensus,0.1111111111111111,0.4489865556541322,0.3626687354244936,1.3453289999999996
28,AdultCensus,0.1666666666666666,0.5052207739029551,0.9349526554137504,1.566130000000005
28,AdultCensus,0.2222222222222222,0.5059714734184126,0.9351585014409222,1.458440999999997
28,AdultCensus,0.2777777777777778,0.5063809458813895,0.9355701934952656,1.2736050000000034
28,AdultCensus,0.3333333333333333,0.7415546304511021,0.557173224423027,0.9292569999999998
28,AdultCensus,0.3888888888888888,0.8337541800313929,0.2313233976636318,0.8851089999999999
28,AdultCensus,0.4444444444444444,0.8366204872722309,0.2175292340237108,0.8050029999999992
28,AdultCensus,0.5,0.8370299597352078,0.2143560528924466,0.6878540000000015
29,AdultCensus,0.0,0.5408448781819423,0.642151327434525,0.5699890000000001
29,AdultCensus,0.0555555555555555,0.3920016378898519,0.4978909336807909,1.1514940000000005
29,AdultCensus,0.1111111111111111,0.6129120316658705,0.1073535590254031,1.3582300000000007
29,AdultCensus,0.1666666666666666,0.5073363816283355,0.9414451827242524,1.5606829999999974
29,AdultCensus,0.2222222222222222,0.5084965536067699,0.9379152823920266,1.3804960000000008
29,AdultCensus,0.2777777777777778,0.5089060260697468,0.9379152823920266,1.2947610000000012
29,AdultCensus,0.3333333333333333,0.7447621647444209,0.5618168336577238,0.876731999999997
29,AdultCensus,0.3888888888888888,0.836688732682727,0.2212832247021804,0.8835619999999977
29,AdultCensus,0.4444444444444444,0.8374394321981846,0.2083641301723069,0.7752410000000012
29,AdultCensus,0.5,0.8377124138401693,0.2061103672587427,0.5564520000000073
30,AdultCensus,0.0,0.2985054255101344,0.0651281662249058,0.608403
30,AdultCensus,0.0555555555555555,0.4562888145772197,0.6495847211738015,0.829523
30,AdultCensus,0.1111111111111111,0.4562888145772197,0.8054992870275698,1.591322
30,AdultCensus,0.1666666666666666,0.510885142974135,0.9431174089068826,1.5587879999999998
30,AdultCensus,0.2222222222222222,0.5116358424895926,0.940080971659919,1.4026609999999984
30,AdultCensus,0.2777777777777778,0.5117723333105849,0.940485829959514,1.2805530000000047
30,AdultCensus,0.3333333333333333,0.7507677608680816,0.5516171198414745,0.9577919999999978
30,AdultCensus,0.3888888888888888,0.840919948133488,0.2255424196712865,0.8806479999999937
30,AdultCensus,0.4444444444444444,0.8407834573124957,0.2125701145132509,0.7839359999999971
30,AdultCensus,0.5,0.8413976660069611,0.2099106919187982,0.5502520000000004
31,AdultCensus,0.0,0.5972838326622535,0.542187622331248,0.6167380000000002
31,AdultCensus,0.0555555555555555,0.5914829727700812,0.0428207295206117,0.8301389999999991
31,AdultCensus,0.1111111111111111,0.3627243567870061,0.0079602860662671,1.3328869999999997
31,AdultCensus,0.1666666666666666,0.5035146386405515,0.9405382849989568,1.5174660000000024
31,AdultCensus,0.2222222222222222,0.5044700743874975,0.9372000834550386,1.4406019999999984
31,AdultCensus,0.2777777777777778,0.5045383197979936,0.9390778218234926,1.2824520000000064
31,AdultCensus,0.3333333333333333,0.7525421415409814,0.5269654148269811,0.9409760000000064
31,AdultCensus,0.3888888888888888,0.8356650515252849,0.2162498640470022,0.8168509999999998
31,AdultCensus,0.4444444444444444,0.8370299597352078,0.2055949789860043,0.7344170000000005
31,AdultCensus,0.5,0.8372346959666962,0.203143508387189,0.5554399999999973
32,AdultCensus,0.0,0.6857298846652563,0.1414343361780633,0.590544
32,AdultCensus,0.0555555555555555,0.4689824609295024,0.4486279299048426,0.7452940000000003
