Unnamed: 0,seed,dataset,level,acc,disparity,time
0,0,COMPAS,0.0,0.6647727272727273,0.0393779542726747,12.448412
0,0,COMPAS,0.03,0.6600378787878788,0.0978410656867248,13.241820000000004
0,0,COMPAS,0.06,0.6515151515151515,0.1353519937173085,13.297188000000006
0,0,COMPAS,0.09,0.6439393939393939,0.1968156830204335,13.348155999999989
0,0,COMPAS,0.12,0.6553030303030303,0.245150917954569,13.302575999999988
0,0,COMPAS,0.15,0.6553030303030303,0.2807874109087676,13.216124000000036
0,0,COMPAS,0.18,0.6553030303030303,0.2807874109087676,13.173940000000016
0,0,COMPAS,0.21,0.6553030303030303,0.2807874109087676,13.207392000000029
0,0,COMPAS,0.24,0.6553030303030303,0.2807874109087676,13.132034999999972
0,0,COMPAS,0.2699999999999999,0.6553030303030303,0.2807874109087676,13.13080100000002
0,1,COMPAS,0.0,0.6600378787878788,0.0103067248792065,12.397545
0,1,COMPAS,0.03,0.665719696969697,0.052960595631102,13.060676999999998
0,1,COMPAS,0.06,0.6600378787878788,0.1778834245830915,13.018346000000008
0,1,COMPAS,0.09,0.65625,0.2375204711223165,12.92536100000001
0,1,COMPAS,0.12,0.6571969696969697,0.2710395078797647,12.963846999999989
0,1,COMPAS,0.15,0.6590909090909091,0.2854423056306215,12.844428999999993
0,1,COMPAS,0.18,0.6590909090909091,0.2854423056306215,12.862115000000074
0,1,COMPAS,0.21,0.6590909090909091,0.2854423056306215,12.793204999999944
0,1,COMPAS,0.24,0.6590909090909091,0.2854423056306215,12.849608999999989
0,1,COMPAS,0.2699999999999999,0.6590909090909091,0.2854423056306215,12.813390000000028
0,2,COMPAS,0.0,0.665719696969697,0.0446646273883938,13.35885
0,2,COMPAS,0.03,0.6704545454545454,0.1106973445050317,14.003129
0,2,COMPAS,0.06,0.6704545454545454,0.1483796604158354,14.030314000000004
0,2,COMPAS,0.09,0.6742424242424242,0.1711220463714146,13.90983799999998
0,2,COMPAS,0.12,0.6676136363636364,0.2175599592144345,14.093580999999972
0,2,COMPAS,0.15,0.6647727272727273,0.2405905040563905,13.99109900000002
0,2,COMPAS,0.18,0.6647727272727273,0.2405905040563905,13.981965000000002
0,2,COMPAS,0.21,0.6647727272727273,0.2405905040563905,13.981986000000006
0,2,COMPAS,0.24,0.6647727272727273,0.2405905040563905,14.037914999999998
0,2,COMPAS,0.2699999999999999,0.6647727272727273,0.2405905040563905,13.957687000000078
0,3,COMPAS,0.0,0.6865530303030303,0.0159046544999494,12.691336000000002
0,3,COMPAS,0.03,0.6884469696969697,0.0435701359669992,13.389371999999996
0,3,COMPAS,0.06,0.6875,0.0943788567382157,13.377915000000002
0,3,COMPAS,0.09,0.6808712121212122,0.1614481665623841,13.441163000000016
0,3,COMPAS,0.12,0.6837121212121212,0.1687354582001701,13.326835999999956
0,3,COMPAS,0.15,0.6789772727272727,0.2105596415177049,13.475439999999937
0,3,COMPAS,0.18,0.6789772727272727,0.2105596415177049,13.455186999999968
0,3,COMPAS,0.21,0.6789772727272727,0.2105596415177049,13.457287000000008
0,3,COMPAS,0.24,0.6789772727272727,0.2105596415177049,13.44005500000003
0,3,COMPAS,0.2699999999999999,0.6789772727272727,0.2105596415177049,13.444653000000017
0,4,COMPAS,0.0,0.6714015151515151,0.024775353016688,13.493336
0,4,COMPAS,0.03,0.6808712121212122,0.032356716756022,13.913297999999998
0,4,COMPAS,0.06,0.6723484848484849,0.1526240277882655,13.809866
0,4,COMPAS,0.09,0.6714015151515151,0.2197009740995243,14.07168199999998
0,4,COMPAS,0.12,0.6761363636363636,0.2061919504643962,14.085990000000038
0,4,COMPAS,0.15,0.6761363636363636,0.2061919504643962,14.09829700000006
0,4,COMPAS,0.18,0.6761363636363636,0.2061919504643962,14.157714999999996
0,4,COMPAS,0.21,0.6761363636363636,0.2061919504643962,14.147197000000006
0,4,COMPAS,0.24,0.6761363636363636,0.2061919504643962,14.136742000000028
0,4,COMPAS,0.2699999999999999,0.6761363636363636,0.2061919504643962,14.101114000000052
0,5,COMPAS,0.0,0.6695075757575758,0.0162807309958926,13.005335
0,5,COMPAS,0.03,0.6638257575757576,0.0892315018751116,13.671712999999995
0,5,COMPAS,0.06,0.6628787878787878,0.1303202571581642,13.641537
0,5,COMPAS,0.09,0.6666666666666666,0.1802339424965772,13.254995000000008
0,5,COMPAS,0.12,0.6742424242424242,0.2099678552294779,13.195140999999978
0,5,COMPAS,0.15,0.6742424242424242,0.2099678552294779,13.037376999999992
0,5,COMPAS,0.18,0.6742424242424242,0.2099678552294779,13.07083399999999
0,5,COMPAS,0.21,0.6742424242424242,0.2099678552294779,13.067131000000018
0,5,COMPAS,0.24,0.6742424242424242,0.2099678552294779,13.047696999999973
0,5,COMPAS,0.2699999999999999,0.6742424242424242,0.2099678552294779,13.053549999999971
0,6,COMPAS,0.0,0.6770833333333334,0.0509139982824193,13.440041
0,6,COMPAS,0.03,0.6770833333333334,0.0913998282419334,14.297733999999991
0,6,COMPAS,0.06,0.6751893939393939,0.1205986995460679,14.356199000000004
0,6,COMPAS,0.09,0.6714015151515151,0.166728008833272,14.046605999999995
0,6,COMPAS,0.12,0.6770833333333334,0.1973990921359342,13.825301000000024
0,6,COMPAS,0.15,0.6770833333333334,0.1973990921359342,13.833568000000014
0,6,COMPAS,0.18,0.6770833333333334,0.1973990921359342,13.857808999999977
0,6,COMPAS,0.21,0.6770833333333334,0.1973990921359342,13.840296999999964
0,6,COMPAS,0.24,0.6770833333333334,0.1973990921359342,13.832544999999982
0,6,COMPAS,0.2699999999999999,0.6770833333333334,0.1973990921359342,13.828257000000008
0,7,COMPAS,0.0,0.6761363636363636,0.0043536415851451,13.352346
0,7,COMPAS,0.03,0.6799242424242424,0.0875898734746331,14.23081400000001
0,7,COMPAS,0.06,0.6922348484848485,0.1373270439073371,14.282726000000023
0,7,COMPAS,0.09,0.6988636363636364,0.1967381408226959,14.216240000000028
0,7,COMPAS,0.12,0.7007575757575758,0.2386260176918206,14.26154600000001
0,7,COMPAS,0.15,0.7007575757575758,0.2386260176918206,14.275913999999943
0,7,COMPAS,0.18,0.7007575757575758,0.2386260176918206,14.273370999999996
0,7,COMPAS,0.21,0.7007575757575758,0.2386260176918206,14.396161000000006
0,7,COMPAS,0.24,0.7007575757575758,0.2386260176918206,14.282382999999982
0,7,COMPAS,0.2699999999999999,0.7007575757575758,0.2386260176918206,14.23350400000004
0,8,COMPAS,0.0,0.6666666666666666,0.0533775459684754,12.521082000000002
0,8,COMPAS,0.03,0.6770833333333334,0.1076646747953438,13.302870999999996
0,8,COMPAS,0.06,0.6799242424242424,0.1811796944262144,13.36249600000002
0,8,COMPAS,0.09,0.6865530303030303,0.2253808158612828,13.402986999999996
0,8,COMPAS,0.12,0.6865530303030303,0.2790116633852602,13.386111999999969
0,8,COMPAS,0.15,0.6884469696969697,0.2820282546371455,13.321300000000008
0,8,COMPAS,0.18,0.6884469696969697,0.2820282546371455,13.26818400000002
0,8,COMPAS,0.21,0.6884469696969697,0.2820282546371455,13.305082000000027
0,8,COMPAS,0.24,0.6884469696969697,0.2820282546371455,13.31849800000009
0,8,COMPAS,0.2699999999999999,0.6884469696969697,0.2820282546371455,13.25954200000001
0,9,COMPAS,0.0,0.6609848484848485,0.0112473401560441,12.021192
0,9,COMPAS,0.03,0.6638257575757576,0.0566082345391292,12.74215000000001
0,9,COMPAS,0.06,0.6676136363636364,0.1060334830726967,12.875681000000014
0,9,COMPAS,0.09,0.6761363636363636,0.1722453023496695,12.876734999999968
0,9,COMPAS,0.12,0.6846590909090909,0.2380518120714696,12.85022699999996
0,9,COMPAS,0.15,0.6903409090909091,0.2806093153646097,12.893050000000017
0,9,COMPAS,0.18,0.6903409090909091,0.2806093153646097,12.882104999999967
0,9,COMPAS,0.21,0.6903409090909091,0.2806093153646097,12.889094
0,9,COMPAS,0.24,0.6903409090909091,0.2806093153646097,12.876175999999989
0,9,COMPAS,0.2699999999999999,0.6903409090909091,0.2806093153646097,12.876315999999974
0,10,COMPAS,0.0,0.6676136363636364,0.0690042893432724,12.704921000000002
0,10,COMPAS,0.03,0.6714015151515151,0.1373006288260525,13.30008699999999
0,10,COMPAS,0.06,0.6770833333333334,0.1843584724940657,13.223367000000025
0,10,COMPAS,0.09,0.6723484848484849,0.2095531587057011,13.393309000000016
0,10,COMPAS,0.12,0.6732954545454546,0.2350809977928621,13.301945000000046
0,10,COMPAS,0.15,0.6770833333333334,0.2846374880273186,13.289173000000003
0,10,COMPAS,0.18,0.6714015151515151,0.3024611668679465,13.189303999999993
0,10,COMPAS,0.21,0.6714015151515151,0.3024611668679465,13.194142000000056
0,10,COMPAS,0.24,0.6714015151515151,0.3024611668679465,13.157410000000027
0,10,COMPAS,0.2699999999999999,0.6714015151515151,0.3024611668679465,13.14836200000002
0,11,COMPAS,0.0,0.646780303030303,0.0042332331318044,13.721086
0,11,COMPAS,0.03,0.6505681818181818,0.0684747976266873,14.280792000000003
0,11,COMPAS,0.06,0.6581439393939394,0.1752738654147105,14.30309299999999
0,11,COMPAS,0.09,0.6714015151515151,0.2365881942333456,14.256155000000035
0,11,COMPAS,0.12,0.6704545454545454,0.2658943267920874,14.10883100000001
0,11,COMPAS,0.15,0.6666666666666666,0.3080240033325452,14.082998000000032
0,11,COMPAS,0.18,0.6676136363636364,0.3112552211751725,13.93936800000006
0,11,COMPAS,0.21,0.6676136363636364,0.3112552211751725,13.913746000000003
0,11,COMPAS,0.24,0.6676136363636364,0.3112552211751725,13.910825999999927
0,11,COMPAS,0.2699999999999999,0.6676136363636364,0.3112552211751725,14.001901999999973
0,12,COMPAS,0.0,0.6856060606060606,0.0030507768319542,14.50459
0,12,COMPAS,0.03,0.6865530303030303,0.0645871778082028,14.931543999999988
0,12,COMPAS,0.06,0.6875,0.1293678195130662,14.753840999999994
0,12,COMPAS,0.09,0.6893939393939394,0.1856509316030716,14.667592999999982
0,12,COMPAS,0.12,0.6884469696969697,0.2349246978986844,14.746242999999936
0,12,COMPAS,0.15,0.6827651515151515,0.2996904577653432,14.621259000000007
0,12,COMPAS,0.18,0.6789772727272727,0.3249598190368474,14.664934000000017
0,12,COMPAS,0.21,0.6789772727272727,0.3249598190368474,14.530805000000043
0,12,COMPAS,0.24,0.6789772727272727,0.3249598190368474,14.65681900000004
0,12,COMPAS,0.2699999999999999,0.6789772727272727,0.3249598190368474,14.511140000000069
0,13,COMPAS,0.0,0.6619318181818182,0.0024748391354562,13.563684999999998
0,13,COMPAS,0.03,0.6685606060606061,0.0523840950338228,13.967026999999987
0,13,COMPAS,0.06,0.6647727272727273,0.1094703844250123,13.977835000000027
0,13,COMPAS,0.09,0.6732954545454546,0.1639993400428972,14.182435999999996
0,13,COMPAS,0.12,0.6685606060606061,0.1997195182313149,14.099586999999984
0,13,COMPAS,0.15,0.6704545454545454,0.255650882692625,14.106202000000051
0,13,COMPAS,0.18,0.6704545454545454,0.255650882692625,14.010288000000005
0,13,COMPAS,0.21,0.6704545454545454,0.255650882692625,13.97677200000004
0,13,COMPAS,0.24,0.6704545454545454,0.255650882692625,14.024631999999997
0,13,COMPAS,0.2699999999999999,0.6704545454545454,0.255650882692625,13.938900000000103
0,14,COMPAS,0.0,0.6628787878787878,0.0201615948048025,12.829891
0,14,COMPAS,0.03,0.6695075757575758,0.0571245186136071,13.446685000000002
0,14,COMPAS,0.06,0.6714015151515151,0.1226987842633844,13.221052000000014
0,14,COMPAS,0.09,0.6789772727272727,0.1678698180170656,13.206394000000046
0,14,COMPAS,0.12,0.6732954545454546,0.2130408517707467,13.10379899999998
0,14,COMPAS,0.15,0.6732954545454546,0.2298799365702635,12.892544999999927
0,14,COMPAS,0.18,0.6732954545454546,0.2298799365702635,12.940913000000023
0,14,COMPAS,0.21,0.6732954545454546,0.2298799365702635,12.942596999999978
0,14,COMPAS,0.24,0.6732954545454546,0.2298799365702635,12.910875000000033
0,14,COMPAS,0.2699999999999999,0.6732954545454546,0.2298799365702635,12.876228999999968
0,15,COMPAS,0.0,0.6998106060606061,0.0276694035573344,13.487591
0,15,COMPAS,0.03,0.6979166666666666,0.0846241606972525,14.06493899999998
0,15,COMPAS,0.06,0.6998106060606061,0.1351749677371088,14.082828000000006
0,15,COMPAS,0.09,0.7017045454545454,0.2103316064114313,13.848404999999984
0,15,COMPAS,0.12,0.7007575757575758,0.2671030729234855,13.67246399999999
0,15,COMPAS,0.15,0.7007575757575758,0.2703050479735163,13.705554000000006
0,15,COMPAS,0.18,0.7007575757575758,0.2703050479735163,13.798100999999974
0,15,COMPAS,0.21,0.7007575757575758,0.2703050479735163,13.758092999999974
0,15,COMPAS,0.24,0.7007575757575758,0.2703050479735163,13.77843299999995
0,15,COMPAS,0.2699999999999999,0.7007575757575758,0.2703050479735163,13.703769999999963
0,16,COMPAS,0.0,0.6723484848484849,0.0451222230477746,12.815927999999998
0,16,COMPAS,0.03,0.6808712121212122,0.0827550338063749,13.332217999999996
0,16,COMPAS,0.06,0.6856060606060606,0.1360799465041979,13.596979000000005
0,16,COMPAS,0.09,0.6893939393939394,0.2014785645293112,13.538343999999997
0,16,COMPAS,0.12,0.6912878787878788,0.2375139311984545,13.407263
0,16,COMPAS,0.15,0.6931818181818182,0.2485548703469797,13.346491000000016
0,16,COMPAS,0.18,0.6931818181818182,0.2485548703469797,13.364578999999992
0,16,COMPAS,0.21,0.6931818181818182,0.2485548703469797,13.354352000000006
0,16,COMPAS,0.24,0.6931818181818182,0.2485548703469797,13.349559
0,16,COMPAS,0.2699999999999999,0.6931818181818182,0.2485548703469797,13.332842000000028
0,17,COMPAS,0.0,0.6837121212121212,0.0789757412398922,12.368572
0,17,COMPAS,0.03,0.6818181818181818,0.1153638814016172,12.791721999999991
0,17,COMPAS,0.06,0.6922348484848485,0.1731805929919137,12.81728099999998
0,17,COMPAS,0.09,0.6922348484848485,0.2136118598382749,12.734566999999998
0,17,COMPAS,0.12,0.6931818181818182,0.2452830188679245,12.789106000000004
0,17,COMPAS,0.15,0.6931818181818182,0.2452830188679245,12.79691600000001
0,17,COMPAS,0.18,0.6931818181818182,0.2452830188679245,12.79870900000003
0,17,COMPAS,0.21,0.6931818181818182,0.2452830188679245,12.795860000000005
0,17,COMPAS,0.24,0.6931818181818182,0.2452830188679245,12.817908999999986
0,17,COMPAS,0.2699999999999999,0.6931818181818182,0.2452830188679245,12.751783000000046
0,18,COMPAS,0.0,0.6685606060606061,0.058170731707317,13.768437
0,18,COMPAS,0.03,0.6676136363636364,0.1028658536585366,14.239961000000008
0,18,COMPAS,0.06,0.6666666666666666,0.1514634146341463,14.099758000000008
0,18,COMPAS,0.09,0.6600378787878788,0.2093292682926829,14.413427999999982
