seed,dataset,lambda_mmd,in_processing,acc,disparity,time
6,ACSIncome,0.1,True,0.8030519675578252,0.1316784625374728,1106.555654
6,ACSIncome,0.25,True,0.8017122258936618,0.1015917322372392,1105.995581
6,ACSIncome,0.5,True,0.7979713627716031,0.0714324902772157,1094.169562
6,ACSIncome,1.0,True,0.7961029338139581,0.046622875752146,1099.642646
6,ACSIncome,2.0,True,0.7928426955041554,0.0257469042428521,1095.849265
6,ACSIncome,3.0,True,0.791232602383098,0.0208679828943856,1096.542906
6,ACSIncome,4.0,True,0.7902232902773606,0.0206012739928301,1090.104652
6,ACSIncome,5.0,True,0.7874677080204265,0.0157296813000293,1093.567086
6,ACSIncome,10.0,True,0.7810273355361971,0.0078440753810195,1090.011528
7,ACSIncome,0.0,True,0.8034985481125463,0.2032561357414269,1105.238981
7,ACSIncome,0.1,True,0.8034104335636327,0.1489109139481376,1105.369034
7,ACSIncome,0.25,True,0.8027395614298588,0.1120092721559897,1102.527278
7,ACSIncome,0.5,True,0.7998478021427856,0.0840947723502458,1092.260793
7,ACSIncome,1.0,True,0.7974827275458095,0.0550013237833601,1097.797042
7,ACSIncome,2.0,True,0.7929828777410634,0.0351447926076342,1090.519024
7,ACSIncome,3.0,True,0.7911785320917193,0.0278804641264735,1090.676317
7,ACSIncome,4.0,True,0.7886412336036848,0.0217598415820588,1088.045576
7,ACSIncome,5.0,True,0.7872954841293682,0.015531578419841,1093.758098
7,ACSIncome,10.0,True,0.7807229398217683,0.0095352810580412,1089.027841
8,ACSIncome,0.0,True,0.804443776909983,0.182212587155076,1100.19493
8,ACSIncome,0.1,True,0.8031921497947332,0.132202461705986,1109.073759
8,ACSIncome,0.25,True,0.8009392209872834,0.0948474421058734,1108.56952
8,ACSIncome,0.5,True,0.800490637829178,0.0741634008684231,1100.08127
8,ACSIncome,1.0,True,0.7968318814458797,0.0488120872845879,1092.973474
8,ACSIncome,2.0,True,0.7941564033243216,0.0306993848648917,1096.333245
8,ACSIncome,3.0,True,0.792370081105437,0.0248152513131098,1093.09389
8,ACSIncome,4.0,True,0.789974967457695,0.019591378337562,1102.313172
8,ACSIncome,5.0,True,0.7876799839791729,0.0188831186679233,1094
