seed,dataset,level,acc,disparity,time
0,COMPAS,0.05,0.6609848484848485,0.2884760569456428,93.506737
0,COMPAS,0.15,0.663510101010101,0.2587485467815942,97.51765400000002
0,COMPAS,0.25,0.6534090909090909,0.2992424242424242,96.268548
0,COMPAS,0.35,0.6616161616161617,0.2454968629832017,102.58995000000004
0,COMPAS,0.45,0.6521464646464646,0.2527355121394916,100.28467
0,COMPAS,0.55,0.663510101010101,0.2207268694279742,101.34064000000012
0,COMPAS,0.65,0.6571969696969697,0.2605878821342373,102.2418419999999
0,COMPAS,0.75,0.6616161616161617,0.2025297619047619,103.44307400000002
0,COMPAS,0.8500000000000001,0.6647727272727273,0.3444332700115469,98.25927199999978
0,COMPAS,0.95,0.6603535353535354,0.0252723311546841,96.60488299999996
1,COMPAS,0.05,0.6628787878787878,0.1770243634778255,93.93648
1,COMPAS,0.15,0.6616161616161617,0.2030129746539667,102.47605699999995
1,COMPAS,0.25,0.6553030303030303,0.2215666994428056,100.06717099999996
1,COMPAS,0.35,0.6571969696969697,0.2092403360122186,97.97834799999988
1,COMPAS,0.45,0.6603535353535354,0.2022332506203473,100.5850220000001
1,COMPAS,0.55,0.6698232323232324,0.1431291406811602,99.24855600000024
1,COMPAS,0.65,0.6704545454545454,0.1165596378566165,101.09272600000033
1,COMPAS,0.75,0.663510101010101,0.1302302571133758,98.65519299999984
1,COMPAS,0.8500000000000001,0.6691919191919192,0.1328020119972131,98.31391299999996
1,COMPAS,0.95,0.672979797979798,0.0954872465663833,96.37859100000014
2,COMPAS,0.05,0.6755050505050505,0.2696165083820715,91.020551
2,COMPAS,0.15,0.67739898989899,0.2335947410909929,103.463573
2,COMPAS,0.25,0.6742424242424242,0.203405711848318,101.27285700000004
2,COMPAS,0.35,0.6679292929292929,0.2301735618657675,101.850778
2,COMPAS,0.45,0.6710858585858586,0.1761859345195284,96.579751
2,COMPAS,0.55,0.6710858585858586,0.1893939393939394,99.4063779999999
2,COMPAS,0.65,0.6805555555555556,0.2310145752592819,97.58702199999992
2,COMPAS,0.75,0.67739898989899,0.1969036765141199,98.81412299999988
2,COMPAS,0.8500000000000001,0.6691919191919192,0.0894886363636363,98.8028260000001
2,COMPAS,0.95,0.6811868686868687,0.1013431013431013,97.93653799999991
3,COMPAS,0.05,0.672979797979798,0.2245974793463185,95.554271
3,COMPAS,0.15,0.6856060606060606,0.2284311031735128,102.14783699999998
3,COMPAS,0.25,0.6578282828282829,0.1915029994829699,99.36060600000002
3,COMPAS,0.35,0.6698232323232324,0.1720694934433868,100.19272
3,COMPAS,0.45,0.6616161616161617,0.1627939529675252,99.5341729999999
3,COMPAS,0.55,0.6723484848484849,0.2104762575736226,98.58381699999984
3,COMPAS,0.65,0.6799242424242424,0.0649588311892022,104.02105499999992
