seed,dataset,alpha,acc,disparity,time
0,ACSIncome,0.4,0.775916691699209,0.2037946315781483,38.497803000000005
0,ACSIncome,0.4111111111111111,0.7766556523480524,0.2070355588923042,36.184962999999925
0,ACSIncome,0.4222222222222222,0.7769680584760188,0.2070441509350933,35.44607300000007
0,ACSIncome,0.4333333333333333,0.777074196455392,0.2071746239339347,34.500953999999865
0,ACSIncome,0.4444444444444445,0.7772003604686092,0.2072460659493624,32.18101299999989
0,ACSIncome,0.4555555555555555,0.7772103734855312,0.2069939732895024,31.85280499999953
0,ACSIncome,0.4666666666666667,0.7772684489836788,0.2065373377201159,30.7058149999998
0,ACSIncome,0.4777777777777777,0.7773205166716731,0.2065309594537022,29.735120999999708
0,ACSIncome,0.4888888888888889,0.7773685791528988,0.2060292855231514,26.534241000000293
0,ACSIncome,0.5,0.7773886051867428,0.2060108867209921,26.107006000000183
1,ACSIncome,0.4,0.7770862120756984,0.205877221004062,38.45946099999999
1,ACSIncome,0.4111111111111111,0.7779273054971463,0.2081430629027435,36.445478000000094
1,ACSIncome,0.4222222222222222,0.7780915189746671,0.2087767099068081,35.41219799999999
1,ACSIncome,0.4333333333333333,0.7782437168318814,0.2085804272691259,34.65448300000003
1,ACSIncome,0.4444444444444445,0.7783678782417143,0.2087133999978059,31.976724999999988
1,ACSIncome,0.4555555555555555,0.7784199459297086,0.2084197279689494,31.77827900000011
1,ACSIncome,0.4666666666666667,0.778441974566937,0.2080161038440008,31.20146300000033
1,ACSIncome,0.4777777777777777,0.7784940422549315,0.2080638477882157,29.846906000000217
1,ACSIncome,0.4888888888888889,0.7785260839090818,0.2077331924291702,27.64609599999949
1,ACSIncome,0.5,0.7785280865124662,0.2076517300958117,25.98228900000049
2,ACSIncome,0.4,0.7766236106939021,0.2036946685563312,38.51538600000001
2,ACSIncome,0.4111111111111111,0.7773225192750576,0.2061281077324012,36.44378099999994
2,ACSIncome,0.4222222222222222,0.7775688394913387,0.2060224279071563,35.497139999999945
2,ACSIncome,0.4333333333333333,0.7776549514368679,0.2066039169483525,34.1289119999999
2,ACSIncome,0.4444444444444445,0.7777630920196256,0.2067168506102946,32.163392999999814
2,ACSIncome,0.4555555555555555,0.7777851206568539,0.2067026985632938,31.61115000000018
2,ACSIncome,0.4666666666666667,0.7778231701211575,0.2061086651943824,30.590357999999924
2,ACSIncome,0.4777777777777777,0.7778351857414639,0.2061682926310239,29.087416000000303
2,ACSIncome,0.4888888888888889,0.7778512065685391,0.2060494762923804,28.570173000000068
2,ACSIncome,0.5,0.7778492039651547,0.2059037644963797,26.936242000000675
