seed,dataset,epsilon,acc,disparity,time
15,AdultCensus,0.021,0.865078823449123,0.0632684849541619,115.99309754371644
15,AdultCensus,0.031,0.8648058418071385,0.0617241162412487,129.18481540679932
15,AdultCensus,0.041,0.864123387702177,0.061815410322947,141.916969537735
15,AdultCensus,0.051,0.8699924930048454,0.0941068711159437,139.76170110702515
15,AdultCensus,0.061,0.8691735480788917,0.0925415075045379,140.24390816688538
15,AdultCensus,0.071,0.8742919538661025,0.1306210889623832,163.36352586746216
15,AdultCensus,0.081,0.8738824814031256,0.1371637401408293,141.13932180404663
15,AdultCensus,0.091,0.8742919538661025,0.137886778306688,197.69648241996765
16,AdultCensus,0.001,0.8526581587388248,0.0163212492563795,128.13791608810425
16,AdultCensus,0.011,0.8526581587388248,0.0163212492563795,125.74148392677309
16,AdultCensus,0.021,0.8558656930321435,0.0332432107507481,116.02512335777284
16,AdultCensus,0.031,0.856070429263632,0.0311896487440639,129.2785177230835
16,AdultCensus,0.041,0.8653518050911077,0.0848178553403635,139.9612672328949
16,AdultCensus,0.051,0.8633726881867194,0.0828675719152971,141.64169716835022
16,AdultCensus,0.061,0.8657612775540845,0.0972184867107403,140.3297073841095
16,AdultCensus,0.071,0.869310038899884,0.1216989958651194,161.6183853149414
16,AdultCensus,0.081,0.868832321026411,0.1207771311196233,178.03775882720947
16,AdultCensus,0.091,0.8682863577424418,0.1224186705839882,176.3202941417694
17,AdultCensus,0.001,0.8602333993038969,0.0321300738201456,127.49468684196472
17,AdultCensus,0.011,0.8602333993038969,0.0314071237488206,123.29597926139832
17,AdultCensus,0.021,0.8605063809458814,0.0324333588600866,124.56417536735536
17,AdultCensus,0.031,0.8609158534088582,0.03366178399798,127.60645318031312
17,AdultCensus,0.041,0.8638504060601925,0.0515968791937896,138.40265440940857
17,AdultCensus,0.051,0.8701289838258377,0.0833774141184739,137.4295003414154
17,AdultCensus,0.061,0.8742919538661025,0.1145153500862572,133.45710730552673
17,AdultCensus,0.071,0.8751108987920563,0.1245514919209442,120.45162296295166
17,AdultCensus,0.081,0.8755203712550331,0.1245471247843359,172.38935923576355
17,AdultCensus,0.091,0.8772947519279328,0.1454412699700443,173.63301348686218
18,AdultCensus,0.001,0.8535453490752747,0.017175326389465,126.73619842529295
18,AdultCensus,0.011,0.8526581587388248,0.0128767861437731,135.6184310913086
18,AdultCensus,0.021,0.8568211287790896,0.0321146995306226,125.06026339530943
18,AdultCensus,0.031,0.8581860369890125,0.0414256299637219,145.41392183303833
18,AdultCensus,0.041,0.8646011055756501,0.0825635662286314,138.74164247512817
18,AdultCensus,0.051,0.8614618166928274,0.0615865850766331,136.95860028266907
18,AdultCensus,0.061,0.8667849587115266,0.100680538480813,148.50712871551514
18,AdultCensus,0.071,0.8665802224800382,0.1008851211322042,143.120671749115
18,AdultCensus,0.081,0.8673309219954958,0.1280104132883817,141.24417185783386
18,AdultCensus,0.091,0.8678086398689688,0.1273962044209127,201.4509472846985
19,AdultCensus,0.001,0.853681839896267,0.0026290115943346,147.85542631149292
19,AdultCensus,0.011,0.8550467481061899,0.0113624521672668,124.69254851341248
19,AdultCensus,0.021,0.8585272640414932,0.0272801041082698,125.48442006111144
19,AdultCensus,0.031,0.8615983075138197,0.0461917736958267,126.66133570671082
19,AdultCensus,0.041,0.8658295229645806,0.0747396030619683,125.5446183681488
19,AdultCensus,0.051,0.8675356582269842,0.0909556782273311,138.38145756721497
19,AdultCensus,0.061,0.8681498669214496,0.0910675685230733,137.90007066726685
19,AdultCensus,0.071,0.8681498669214496,0.0911720092862421,163.070246219635
19,AdultCensus,0.081,0.8686275847949225,0.1071692702151694,146.78989958763125
19,AdultCensus,0.091,0.8725175731932028,0.1440850711367229,196.22379875183103
20,AdultCensus,0.001,0.8554562205691667,0.0294353869286107,123.95055222511292
20,AdultCensus,0.011,0.8517027229918788,0.001660128699227,122.71052813529968
20,AdultCensus,0.021,0.8566846379580974,0.0284253851207913,114.47649383544922
20,AdultCensus,0.031,0.8595509451989354,0.0521638055370151,114.89729642868042
20,AdultCensus,0.041,0.8596191906094315,0.0509448306477727,137.5327110290527
20,AdultCensus,0.051,0.8607111171773698,0.0501089383220808,145.28331446647644
20,AdultCensus,0.061,0.8658977683750768,0.0908213025766326,158.79975867271423
20,AdultCensus,0.071,0.8658977683750768,0.0996011329001656,160.852685213089
20,AdultCensus,0.081,0.8672626765849997,0.1163565954027173,157.91536021232605
20,AdultCensus,0.091,0.8679451306899612,0.142322512064119,159.74114179611206
21,AdultCensus,0.001,0.851770968402375,0.0041121237227285,124.70546650886536
21,AdultCensus,0.011,0.8509520234764212,0.0029960936100061,123.86344051361084
21,AdultCensus,0.021,0.8562751654951205,0.0269711880021334,125.10811853408812
21,AdultCensus,0.031,0.861257080461339,0.0504373765418434,116.11507892608644
21,AdultCensus,0.041,0.8605063809458814,0.0510516263273398,138.4787311553955
21,AdultCensus,0.051,0.8638504060601925,0.0677432534136114,143.8821792602539
21,AdultCensus,0.061,0.8680816215109534,0.0966664347708764,134.7361466884613
21,AdultCensus,0.071,0.8709479287517914,0.1168008078406074,141.99532198905945
21,AdultCensus,0.081,0.87026547464683,0.1173204019808116,159.87959909439087
21,AdultCensus,0.091,0.8717668736777452,0.1300196478978647,182.67206525802607
22,AdultCensus,0.001,0.8508837780659251,0.0150687850713775,126.01713156700134
22,AdultCensus,0.011,0.8533406128437863,0.0285526099901792,124.85401344299316
22,AdultCensus,0.021,0.8532041220227939,0.0289709325168472,116.41084241867064
22,AdultCensus,0.031,0.8576400737050434,0.0483206164189218,127.08792424201964
22,AdultCensus,0.041,0.8578448099365318,0.0529709162449824,127.69066452980042
22,AdultCensus,0.051,0.8651470688596192,0.0939897451656459,147.33530259132385
22,AdultCensus,0.061,0.8635091790077117,0.0856336552337605,156.40912294387817
22,AdultCensus,0.071,0.8686958302054187,0.1140671924626009,141.82025122642517
22,AdultCensus,0.081,0.8676721490479765,0.1135607094804291,161.44197177886963
22,AdultCensus,0.091,0.868832321026411,0.1516671923948015,185.30577087402344
23,AdultCensus,0.001,0.8522486862758479,0.0053463474010395,146.54993891716003
23,AdultCensus,0.011,0.8522486862758479,0.0053463474010395,144.15453577041626
23,AdultCensus,0.021,0.8549102572851975,0.0169361615312023,115.94768834114076
23,AdultCensus,0.031,0.852726404149321,0.0070856552416869,109.08183407783508
23,AdultCensus,0.041,0.8598921722514161,0.0435978701458198,138.97884798049927
23,AdultCensus,0.051,0.8652835596806114,0.0790883214860415,125.8318190574646
23,AdultCensus,0.061,0.8665802224800382,0.0873830846097083,143.0637230873108
23,AdultCensus,0.071,0.866443731659046,0.0903565929640428,155.74520134925842
23,AdultCensus,0.081,0.8687640756159148,0.1217103297356588,159.411123752594
23,AdultCensus,0.091,0.8691735480788917,0.1214003359934882,181.51796317100525
24,AdultCensus,0.001,0.8532041220227939,0.0010166238710473,124.21379065513612
24,AdultCensus,0.011,0.8583225278100047,0.0242588246614108,123.1724362373352
24,AdultCensus,0.021,0.8588002456834778,0.0247761440149498,115.0512878894806
24,AdultCensus,0.031,0.8606428717668737,0.0432608652586991,125.26795530319214
24,AdultCensus,0.041,0.8633044427762233,0.059320384080528,120.74347138404846
24,AdultCensus,0.051,0.8628949703132465,0.0608676958762836,137.59831070899963
24,AdultCensus,0.061,0.8680816215109534,0.1089858508985728,117.61135387420654
24,AdultCensus,0.071,0.8684910939739302,0.1106301217942303,149.14221739768982
24,AdultCensus,0.081,0.8689005664369072,0.1216180524454326,136.0433247089386
24,AdultCensus,0.091,0.8692417934893878,0.1221353717989716,155.0797107219696
25,AdultCensus,0.001,0.8605063809458814,0.0370901974009202,124.11148858070374
25,AdultCensus,0.011,0.8567528833685935,0.0168581154959751,123.13399648666382
25,AdultCensus,0.021,0.8575718282945471,0.0179823362402995,114.38790702819824
25,AdultCensus,0.031,0.8639186514706886,0.0584487297704423,114.89420557022096
25,AdultCensus,0.041,0.8655565413225961,0.0674915495705937,137.79483366012573
25,AdultCensus,0.051,0.8685593393844264,0.088555232989359,136.72698831558228
25,AdultCensus,0.061,0.8698560021838532,0.090089680189962,151.05051493644714
25,AdultCensus,0.071,0.8714256466252644,0.1075031222394064,161.67153787612915
25,AdultCensus,0.081,0.872176346140722,0.1158051911084814,159.25921368598938
25,AdultCensus,0.091,0.8723810823722105,0.1440929788296897,184.14100170135495
26,AdultCensus,0.001,0.8486316795195523,0.0065570291808589,123.73645186424255
26,AdultCensus,0.011,0.8492458882140176,0.0090612094383744,122.34676313400269
26,AdultCensus,0.021,0.8493823790350099,0.0086238303491705,114.8416941165924
26,AdultCensus,0.031,0.8581860369890125,0.0501158853759838,114.25314974784852
26,AdultCensus,0.041,0.8579813007575241,0.0480699701690126,137.97498679161072
26,AdultCensus,0.051,0.8624854978502696,0.0799647145635313,136.66769003868103
26,AdultCensus,0.061,0.8626219886712618,0.0808939918657213,158.09087228775024
26,AdultCensus,0.071,0.8624172524397734,0.0806961882824598,138.8210461139679
26,AdultCensus,0.081,0.8657612775540845,0.1222450666534868,138.8703634738922
26,AdultCensus,0.091,0.8656247867330922,0.1323731301515445,186.83725571632385
27,AdultCensus,0.001,0.8560021838531359,0.0135355176046006,147.26459503173828
27,AdultCensus,0.011,0.8594826997884393,0.0318342349981646,144.42286467552185
27,AdultCensus,0.021,0.8608476079983621,0.0382724792566316,127.26339912414552
27,AdultCensus,0.031,0.8611205896403467,0.0415329345486908,125.8182897567749
27,AdultCensus,0.041,0.8674674128164881,0.0844828088356179,125.87861371040344
27,AdultCensus,0.051,0.8671261857640074,0.0849892473100281,124.70250010490416
27,AdultCensus,0.061,0.8694465297208762,0.1000222786898389,155.06070733070374
27,AdultCensus,0.071,0.869310038899884,0.1013501078532967,168.4846727848053
27,AdultCensus,0.081,0.8725858186036989,0.1307035998579921,160.34460401535034
27,AdultCensus,0.091,0.8745649355080871,0.151993850679885,177.55250644683838
28,AdultCensus,0.001,0.8498600969084829,0.0088794557679023,144.75043320655823
28,AdultCensus,0.011,0.8509520234764212,0.0156541122656281,142.59031987190247
28,AdultCensus,0.021,0.8530676312018016,0.0271565865159608,125.3317003250122
28,AdultCensus,0.031,0.8577083191155395,0.0522971849216051,114.3113088607788
28,AdultCensus,0.041,0.8582542823995086,0.0526051238533199,136.39902234077454
28,AdultCensus,0.051,0.8628949703132465,0.0828702901031457,136.31064081192017
28,AdultCensus,0.061,0.8630314611342387,0.0845004561396651,144.16431307792664
28,AdultCensus,0.071,0.8646693509861462,0.0984681020618017,155.5765187740326
28,AdultCensus,0.081,0.8672626765849997,0.1189730143108697,158.42503190040588
28,AdultCensus,0.091,0.8680816215109534,0.1329140967436398,179.24809956550598
29,AdultCensus,0.001,0.8554562205691667,0.0361932726025578,127.14161086082458
29,AdultCensus,0.011,0.8552514843376783,0.0369135260223368,124.01953673362732
29,AdultCensus,0.021,0.8551832389271822,0.0354686920052672,128.83053517341614
29,AdultCensus,0.031,0.8547737664642053,0.0364766077427517,129.39401602745056
29,AdultCensus,0.041,0.8625537432607657,0.0789304829856224,140.59984350204468
29,AdultCensus,0.051,0.8633044427762233,0.0881704845459393,120.38237953186037
29,AdultCensus,0.061,0.8633726881867194,0.0908611657390886,146.0129702091217
29,AdultCensus,0.071,0.8659660137855729,0.1126461192858882,160.72549414634705
29,AdultCensus,0.081,0.8685593393844264,0.1367994742880378,173.50196051597595
29,AdultCensus,0.091,0.8680133761004573,0.1353762761585268,179.86606097221377
30,AdultCensus,0.001,0.8561386746741282,0.023140113150246,126.2513701915741
30,AdultCensus,0.011,0.856070429263632,0.0243442466813748,124.39298009872437
30,AdultCensus,0.021,0.8624854978502696,0.0599030640933245,137.48454332351685
30,AdultCensus,0.031,0.8623490070292773,0.0595907192289143,138.62456035614014
30,AdultCensus,0.041,0.862690234081758,0.0599851361608529,128.3279163837433
30,AdultCensus,0.051,0.8673309219954958,0.0885131617503316,138.69045448303223
30,AdultCensus,0.061,0.8684910939739302,0.0990270145899877,136.04226350784302
30,AdultCensus,0.071,0.8714256466252644,0.1293818418572546,140.65366649627686
30,AdultCensus,0.081,0.8716303828567529,0.1261972038809375,161.05781054496765
30,AdultCensus,0.091,0.8721081007302259,0.1373566291847271,203.71408796310425
31,AdultCensus,0.001,0.8525899133283287,0.0021289075642343,147.1818687915802
31,AdultCensus,0.011,0.8554562205691667,0.0138724111269435,123.4346535205841
31,AdultCensus,0.021,0.8577765645260357,0.0283494904037285,137.38623976707458
31,AdultCensus,0.031,0.8618712891558042,0.0497202648046995,116.31160235404968
31,AdultCensus,0.041,0.8618712891558042,0.0465356636982008,125.80583930015564
31,AdultCensus,0.051,0.8654882959120999,0.0730064212134921,143.07497453689575
31,AdultCensus,0.061,0.8656247867330922,0.0830354781250039,160.52177596092224
31,AdultCensus,0.071,0.8673309219954958,0.0930007587975872,161.13818955421448
31,AdultCensus,0.081,0.8704019654678223,0.1226241869799136,158.92887139320374
31,AdultCensus,0.091,0.8709479287517914,0.1262984939581853,199.34772205352783
32,AdultCensus,0.001,0.8515662321708866,0.0009297073560596,125.84203362464903
32,AdultCensus,0.011,0.8524534225073364,0.0037184059059456,124.1352837085724
32,AdultCensus,0.021,0.8564116563161127,0.0238623123395738,138.27150297164917
32,AdultCensus,0.031,0.855592711390159,0.021417468291503,138.90083003044128
32,AdultCensus,0.041,0.8608476079983621,0.0526304911740693,136.97737956047058
32,AdultCensus,0.051,0.8630314611342387,0.0734151172567568,115.47088646888731
32,AdultCensus,0.061,0.8615300621033235,0.0582983306052402,137.91737723350525
32,AdultCensus,0.071,0.8681498669214496,0.1173903344909358,137.38454866409302
32,AdultCensus,0.081,0.8684910939739302,0.1168711010641278,157.63880705833435
32,AdultCensus,0.091,0.868354603152938,0.1208798922874396,200.71911215782168
33,AdultCensus,0.001,0.8576400737050434,0.0299843035728243,146.368980884552
33,AdultCensus,0.011,0.8564799017266089,0.0296736411976491,142.29009771347046
33,AdultCensus,0.021,0.8577765645260357,0.0334530078043858,136.46090602874756
33,AdultCensus,0.031,0.8611888350508429,0.0473448874282253,126.27565383911131
33,AdultCensus,0.041,0.8620077799767966,0.0512353915811729,137.52620100975037
33,AdultCensus,0.051,0.8647375963966423,0.0778191580721343,137.722825050354
33,AdultCensus,0.061,0.8653518050911077,0.0850586975616359,154.261461019516
33,AdultCensus,0.071,0.8690370572578994,0.1167500236598557,139.99009346961975
33,AdultCensus,0.081,0.8721081007302259,0.1324089589031964,162.78743267059326
33,AdultCensus,0.091,0.8727223094246912,0.1389430520339927,163.2867500782013
34,AdultCensus,0.001,0.8523169316863441,0.0199528355006981,124.98122978210448
34,AdultCensus,0.011,0.8532041220227939,0.0206562914796979,121.44043350219728
34,AdultCensus,0.021,0.863167951955231,0.0840561051533911,117.33548521995544
34,AdultCensus,0.031,0.8558656930321435,0.0369964274573688,126.35825324058531
34,AdultCensus,0.041,0.8633044427762233,0.0835484192454724,124.30083775520325
34,AdultCensus,0.051,0.8627584794922541,0.0810915361933314,114.10645961761476
34,AdultCensus,0.061,0.8633726881867194,0.0873133681290085,157.49858570098877
34,AdultCensus,0.071,0.8641916331126732,0.0959901609346986,140.1253433227539
34,AdultCensus,0.081,0.8663072408380537,0.1240254797777038,160.51071643829346
34,AdultCensus,0.091,0.8654200505016038,0.1221751287600859,160.5489854812622
35,AdultCensus,0.001,0.85415955776974,0.0215140180237344,124.9017128944397
35,AdultCensus,0.011,0.8542960485907323,0.0220175140511354,132.58124470710754
35,AdultCensus,0.021,0.858390773220501,0.0394334338255908,117.83461093902588
35,AdultCensus,0.031,0.8618712891558042,0.0563229454730886,116.36157536506651
35,AdultCensus,0.041,0.8607793625878659,0.0563137806332659,137.7521049976349
35,AdultCensus,0.051,0.8658295229645806,0.0906291793464548,138.6681535243988
35,AdultCensus,0.061,0.8640551422916809,0.090550475756549,162.3750123977661
35,AdultCensus,0.071,0.8665802224800382,0.1011268698490538,161.0072603225708
35,AdultCensus,0.081,0.8686275847949225,0.1261685487531045,160.16156554222107
