Unnamed: 0,seed,dataset,lambda,acc,disparity,time
0,13,COMPAS,0.65,0.665719696969697,0.0237584557003794,90.894278
0,13,COMPAS,0.75,0.6628787878787878,0.0007424517406368,99.45443499999988
0,13,COMPAS,0.8500000000000001,0.6666666666666666,0.0368751031182972,92.81320199999982
0,13,COMPAS,0.95,0.6638257575757576,0.0524665896716713,93.791739
0,14,COMPAS,0.05,0.6875,0.2186211583478064,81.75648
0,14,COMPAS,0.15,0.6912878787878788,0.2067054292833949,91.902518
0,14,COMPAS,0.25,0.6856060606060606,0.1623801253492411,92.43886099999996
0,14,COMPAS,0.35,0.6931818181818182,0.1491051876463037,91.1467540000001
0,14,COMPAS,0.45,0.678030303030303,0.1017292154345692,92.08375499999988
0,14,COMPAS,0.55,0.6732954545454546,0.0882201917994411,91.054262
0,14,COMPAS,0.65,0.6704545454545454,0.0569357396360341,89.0606399999997
0,14,COMPAS,0.75,0.6714015151515151,0.0536056784716453,97.46248400000012
0,14,COMPAS,0.8500000000000001,0.6770833333333334,0.027010496111153,94.05228199999988
0,14,COMPAS,0.95,0.6666666666666666,0.0170656195726043,92.72387400000002
0,15,COMPAS,0.05,0.6988636363636364,0.2411057287672769,78.477195
0,15,COMPAS,0.15,0.6988636363636364,0.1952007780500121,90.05481700000001
0,15,COMPAS,0.25,0.6960227272727273,0.1549778367965287,89.96378299999998
0,15,COMPAS,0.35,0.6922348484848485,0.1273271363644865,92.243559
0,15,COMPAS,0.45,0.6875,0.1044008453812632,92.103656
0,15,COMPAS,0.55,0.6818181818181818,0.0609497447023397,88.91889000000003
0,15,COMPAS,0.65,0.6837121212121212,0.0380496380945256,91.62281599999984
0,15,COMPAS,0.75,0.6714015151515151,0.0301756223464941,98.51276099999995
0,15,COMPAS,0.8500000000000001,0.6903409090909091,0.0340209849065779,97.35636399999976
0,15,COMPAS,0.95,0.6846590909090909,0.0079712719995511,93.27674100000011
0,16,COMPAS,0.05,0.6837121212121212,0.2164425291626421,80.047676
0,16,COMPAS,0.15,0.678030303030303,0.1780592911806226,90.17701799999998
0,16,COMPAS,0.25,0.6751893939393939,0.157857195928375,90.95637300000004
0,16,COMPAS,0.35,0.6714015151515151,0.1241697005721078,92.387295
0,16,COMPAS,0.45,0.6685606060606061,0.0907422542536592,94.76176899999996
0,16,COMPAS,0.55,0.6676136363636364,0.0663347945612601,89.75299000000018
0,16,COMPAS,0.65,0.6619318181818182,0.0580429452411025,89.75240499999995
0,16,COMPAS,0.75,0.6600378787878788,0.0379820194665279,96.75877300000002
0,16,COMPAS,0.8500000000000001,0.6571969696969697,0.0471431755702503,96.57812400000012
0,16,COMPAS,0.95,0.6685606060606061,0.027245709190876,95.236895
0,17,COMPAS,0.05,0.6893939393939394,0.2372866127583109,80.12696100000001
0,17,COMPAS,0.15,0.6865530303030303,0.1866576819407008,93.12215599999996
0,17,COMPAS,0.25,0.6846590909090909,0.1375112309074573,91.748652
0,17,COMPAS,0.35,0.6884469696969697,0.141644204851752,92.04819599999996
0,17,COMPAS,0.45,0.6884469696969697,0.1090296495956873,89.76415900000006
0,17,COMPAS,0.55,0.6903409090909091,0.0871069182389937,90.29469999999992
0,17,COMPAS,0.65,0.6837121212121212,0.0752021563342318,90.04323899999986
0,17,COMPAS,0.75,0.6837121212121212,0.0347708894878706,100.90126400000008
0,17,COMPAS,0.8500000000000001,0.6837121212121212,0.0189577717879604,93.3565540000002
0,17,COMPAS,0.95,0.6846590909090909,0.0079514824797843,92.3821959999998
0,18,COMPAS,0.05,0.6600378787878788,0.2677439024390244,80.400384
0,18,COMPAS,0.15,0.6581439393939394,0.2364024390243902,92.28156399999996
0,18,COMPAS,0.25,0.6581439393939394,0.2054268292682927,91.884113
0,18,COMPAS,0.35,0.6695075757575758,0.1499390243902439,90.7468399999999
0,18,COMPAS,0.45,0.6685606060606061,0.1242682926829268,92.05419399999982
0,18,COMPAS,0.55,0.665719696969697,0.0994512195121951,90.45425
0,18,COMPAS,0.65,0.6676136363636364,0.0895731707317073,88.36153300000001
0,18,COMPAS,0.75,0.6638257575757576,0.0583536585365853,98.03791899999987
0,18,COMPAS,0.8500000000000001,0.6571969696969697,0.0258536585365853,92.51150299999972
0,18,COMPAS,0.95,0.6534090909090909,0.0098780487804878,94.83761200000004
0,19,COMPAS,0.05,0.6505681818181818,0.1845738196435043,77.259425
0,19,COMPAS,0.15,0.6638257575757576,0.1740964053902672,90.652472
0,19,COMPAS,0.25,0.6647727272727273,0.0956695550942857,91.51336999999997
0,19,COMPAS,0.35,0.6638257575757576,0.0813372431441029,90.57534399999996
0,19,COMPAS,0.45,0.6676136363636364,0.0581419612753011,89.61373600000002
0,19,COMPAS,0.55,0.6732954545454546,0.0586910920013618,89.97739200000001
0,19,COMPAS,0.65,0.65625,0.0101259705885582,88.91464600000018
0,19,COMPAS,0.75,0.6647727272727273,0.0059196292269337,96.04519299999993
0,19,COMPAS,0.8500000000000001,0.6571969696969697,0.0069739602209702,94.44678099999987
0,19,COMPAS,0.95,0.6534090909090909,0.0462258245197851,95.01689999999984
0,20,COMPAS,0.05,0.6827651515151515,0.2260340217329464,81.393269
0,20,COMPAS,0.15,0.6893939393939394,0.1903168913921601,90.362115
0,20,COMPAS,0.25,0.6875,0.1641463275871877,93.42424599999998
0,20,COMPAS,0.35,0.6770833333333334,0.132047562155089,89.92231800000002
0,20,COMPAS,0.45,0.6846590909090909,0.1093360641747738,92.2396510000001
0,20,COMPAS,0.55,0.6761363636363636,0.0911190760653126,91.3564960000001
0,20,COMPAS,0.65,0.6770833333333334,0.0412470842578369,89.91706499999987
0,20,COMPAS,0.75,0.6751893939393939,0.0328497468282414,97.55305699999984
0,20,COMPAS,0.8500000000000001,0.6827651515151515,0.01068441713603,92.8900349999999
0,20,COMPAS,0.95,0.6761363636363636,0.005416168857029,93.95219900000006
0,21,COMPAS,0.05,0.6770833333333334,0.2300096484351444,80.21046
0,21,COMPAS,0.15,0.6761363636363636,0.2231200627148284,90.51613100000004
0,21,COMPAS,0.25,0.6770833333333334,0.1202285473074836,90.84776899999996
0,21,COMPAS,0.35,0.6799242424242424,0.1411988180666948,93.68861700000002
0,21,COMPAS,0.45,0.6875,0.114394259181089,91.227891
0,21,COMPAS,0.55,0.6704545454545454,0.0838207803171923,90.55274599999996
0,21,COMPAS,0.65,0.6732954545454546,0.0704185008743894,88.7840990000002
0,21,COMPAS,0.75,0.665719696969697,0.0291714406319724,96.78338800000006
0,21,COMPAS,0.8500000000000001,0.6638257575757576,0.0362570101911596,91.46887700000002
0,21,COMPAS,0.95,0.6666666666666666,0.0055780015678706,95.94485299999997
0,22,COMPAS,0.05,0.6628787878787878,0.2160098815405678,80.57834500000001
0,22,COMPAS,0.15,0.6647727272727273,0.1553812726948032,90.26419
0,22,COMPAS,0.25,0.6647727272727273,0.1505000297636764,90.13079
0,22,COMPAS,0.35,0.6638257575757576,0.1530448240966724,90.70013900000004
0,22,COMPAS,0.45,0.665719696969697,0.1399785701529853,90.08107500000006
0,22,COMPAS,0.55,0.6685606060606061,0.0964491934043693,90.777511
0,22,COMPAS,0.65,0.6666666666666666,0.0719239240430978,91.96323800000005
0,22,COMPAS,0.75,0.65625,0.048663610929222,100.5733379999997
0,22,COMPAS,0.8500000000000001,0.6600378787878788,0.0108637418893982,95.58224300000006
0,22,COMPAS,0.95,0.6647727272727273,0.0375171141139353,93.70226300000012
0,23,COMPAS,0.05,0.6818181818181818,0.2701686603759566,79.578281
0,23,COMPAS,0.15,0.6846590909090909,0.1984025559105431,91.05212000000004
0,23,COMPAS,0.25,0.6837121212121212,0.1777546623077495,92.975643
0,23,COMPAS,0.35,0.6818181818181818,0.1536518314882234,93.21554300000004
0,23,COMPAS,0.45,0.6695075757575758,0.1103573816776877,93.45414500000015
0,23,COMPAS,0.55,0.6799242424242424,0.1004680882680734,88.84097900000006
0,23,COMPAS,0.65,0.6732954545454546,0.0831785422393937,92.056736
0,23,COMPAS,0.75,0.6714015151515151,0.0353740991158332,97.28081500000008
0,23,COMPAS,0.8500000000000001,0.6884469696969697,0.0381231889442009,93.47936499999967
0,23,COMPAS,0.95,0.6685606060606061,0.0058993981722267,94.86107700000002
0,24,COMPAS,0.05,0.6619318181818182,0.3104316814027789,78.266848
0,24,COMPAS,0.15,0.6619318181818182,0.2611709636674345,91.89558600000004
0,24,COMPAS,0.25,0.6723484848484849,0.2059439780072813,91.061852
0,24,COMPAS,0.35,0.6590909090909091,0.1713648859499219,93.98870699999998
0,24,COMPAS,0.45,0.6600378787878788,0.1391113752879114,91.53196099999992
0,24,COMPAS,0.55,0.6543560606060606,0.1090199866260494,92.02533899999992
0,24,COMPAS,0.65,0.6581439393939394,0.1101939222824875,91.13340700000003
0,24,COMPAS,0.75,0.6553030303030303,0.0699309012556653,94.27060299999994
0,24,COMPAS,0.8500000000000001,0.6553030303030303,0.0414592466007875,91.67244100000016
0,24,COMPAS,0.95,0.6590909090909091,0.034341332937068,93.92692499999976
0,25,COMPAS,0.05,0.6581439393939394,0.219017094017094,94.781384
0,25,COMPAS,0.15,0.6581439393939394,0.2008547008547008,90.56799
0,25,COMPAS,0.25,0.6714015151515151,0.1666666666666666,89.85544200000004
0,25,COMPAS,0.35,0.6685606060606061,0.1166310541310541,91.904945
0,25,COMPAS,0.45,0.6704545454545454,0.0917022792022791,89.18101699999988
0,25,COMPAS,0.55,0.6666666666666666,0.0646367521367521,91.39410100000008
0,25,COMPAS,0.65,0.6571969696969697,0.0379273504273504,91.34504700000002
0,25,COMPAS,0.75,0.6666666666666666,0.0258190883190883,94.09432100000004
0,25,COMPAS,0.8500000000000001,0.6609848484848485,0.0172720797720797,96.24979000000008
0,25,COMPAS,0.95,0.6571969696969697,0.0354344729344729,92.99118699999964
0,26,COMPAS,0.05,0.6732954545454546,0.247976070004167,93.792005
0,26,COMPAS,0.15,0.6770833333333334,0.2386302756116436,90.864264
0,26,COMPAS,0.25,0.6818181818181818,0.197541520328591,92.58448800000008
0,26,COMPAS,0.35,0.6761363636363636,0.1702482290612536,91.650177
0,26,COMPAS,0.45,0.6732954545454546,0.1332966247990952,90.71683799999994
0,26,COMPAS,0.55,0.6742424242424242,0.1139651169712482,90.5655569999999
0,26,COMPAS,0.65,0.6695075757575758,0.1106762307280195,89.69927699999994
0,26,COMPAS,0.75,0.6628787878787878,0.0881600095243764,94.30601500000012
0,26,COMPAS,0.8500000000000001,0.6742424242424242,0.0712840050002976,94.486711
0,26,COMPAS,0.95,0.6742424242424242,0.0754211560211917,95.82436400000006
0,27,COMPAS,0.05,0.6922348484848485,0.2462264150943396,94.592424
0,27,COMPAS,0.15,0.6950757575757576,0.2365678346810422,91.954949
0,27,COMPAS,0.25,0.6922348484848485,0.1632075471698113,91.737117
0,27,COMPAS,0.35,0.7035984848484849,0.1306828391734052,90.25895100000002
0,27,COMPAS,0.45,0.7017045454545454,0.1149595687331536,91.71613899999988
0,27,COMPAS,0.55,0.6979166666666666,0.0721922731356694,91.0011109999998
0,27,COMPAS,0.65,0.6979166666666666,0.0793800539083558,92.50002300000006
0,27,COMPAS,0.75,0.6865530303030303,0.0429919137466307,95.3163860000002
0,27,COMPAS,0.8500000000000001,0.6922348484848485,0.0373315363881401,93.484101
0,27,COMPAS,0.95,0.6884469696969697,0.0040880503144654,90.91111599999977
0,28,COMPAS,0.05,0.678030303030303,0.228110599078341,91.342653
0,28,COMPAS,0.15,0.6704545454545454,0.1862062323114081,91.08504500000004
0,28,COMPAS,0.25,0.678030303030303,0.1516958821698993,91.50923699999998
0,28,COMPAS,0.35,0.6751893939393939,0.1199193918828811,91.082267
0,28,COMPAS,0.45,0.6685606060606061,0.0817120334286603,92.60898400000008
0,28,COMPAS,0.55,0.6590909090909091,0.066331293434291,90.61897299999988
0,28,COMPAS,0.65,0.6515151515151515,0.0145139063819698,92.65539400000011
0,28,COMPAS,0.75,0.6600378787878788,0.010387185680205,95.44667600000002
0,28,COMPAS,0.8500000000000001,0.6628787878787878,0.0041711737075288,94.30434600000012
0,28,COMPAS,0.95,0.6543560606060606,0.0002222650288203,93.99038699999984
0,29,COMPAS,0.05,0.6827651515151515,0.1471693823417961,93.98667099999996
0,29,COMPAS,0.15,0.6827651515151515,0.1240848806366047,91.601966
0,29,COMPAS,0.25,0.6884469696969697,0.0665327775672603,91.79947500000004
0,29,COMPAS,0.35,0.6846590909090909,0.0437514209928002,90.9634769999999
0,29,COMPAS,0.45,0.6856060606060606,4.547176960972843e-05,91.202808
0,29,COMPAS,0.55,0.6865530303030303,0.0427358848048503,91.39949000000011
0,29,COMPAS,0.65,0.6827651515151515,0.0495111784766957,95.0481749999999
0,29,COMPAS,0.75,0.6799242424242424,0.0772110647972716,95.08241399999996
0,29,COMPAS,0.8500000000000001,0.6761363636363636,0.103690791966654,93.74637000000008
0,29,COMPAS,0.95,0.6827651515151515,0.0999999999999999,92.29203799999982
0,30,COMPAS,0.05,0.6950757575757576,0.2865001736636303,92.266324
0,30,COMPAS,0.15,0.678030303030303,0.2596775458528005,91.81791099999998
0,30,COMPAS,0.25,0.6818181818181818,0.2249448197819681,89.98513199999996
0,30,COMPAS,0.35,0.678030303030303,0.1673781273458595,91.80152900000007
0,30,COMPAS,0.45,0.6714015151515151,0.1398048244876923,89.243293
0,30,COMPAS,0.55,0.6638257575757576,0.1161417543387897,89.51103499999977
0,30,COMPAS,0.65,0.6590909090909091,0.1035147277962645,92.19778300000009
0,30,COMPAS,0.75,0.6619318181818182,0.0774875914535085,94.03841800000008
0,30,COMPAS,0.8500000000000001,0.6628787878787878,0.0554043001355696,95.41724900000008
0,30,COMPAS,0.95,0.6581439393939394,0.0278309972774024,93.96640000000002
0,31,COMPAS,0.05,0.6732954545454546,0.2424242424242424,94.384178
0,31,COMPAS,0.15,0.6723484848484849,0.1964646464646464,91.08401099999998
0,31,COMPAS,0.25,0.6723484848484849,0.1934343434343434,93.19655300000012
0,31,COMPAS,0.35,0.6685606060606061,0.1449494949494949,92.81077900000014
0,31,COMPAS,0.45,0.6723484848484849,0.1328282828282828,90.94536299999982
0,31,COMPAS,0.55,0.6714015151515151,0.105050505050505,90.43235100000015
0,31,COMPAS,0.65,0.6695075757575758,0.0707070707070707,90.730994
0,31,COMPAS,0.75,0.6704545454545454,0.0388888888888888,95.63945700000022
0,31,COMPAS,0.8500000000000001,0.6676136363636364,0.0060606060606061,95.76612599999976
0,31,COMPAS,0.95,0.6742424242424242,0.0297979797979798,94.76046300000009
0,32,COMPAS,0.05,0.6609848484848485,0.222991124116252,92.483431
0,32,COMPAS,0.15,0.665719696969697,0.1486982162058875,91.50041600000004
0,32,COMPAS,0.25,0.6600378787878788,0.1473194381479414,91.95251599999996
0,32,COMPAS,0.35,0.665719696969697,0.0964470238251349,91.11397599999998
0,32,COMPAS,0.45,0.6695075757575758,0.0862110954166869,90.48705700000004
0,32,COMPAS,0.55,0.6600378787878788,0.056882088249289,90.22883799999975
0,32,COMPAS,0.65,0.6695075757575758,0.036410231432393,91.92326100000014
0,32,COMPAS,0.75,0.665719696969697,0.0426896662832564,94.75877800000012
0,32,COMPAS,0.8500000000000001,0.6647727272727273,0.0025290086660696,95.63911299999997
0,32,COMPAS,0.95,0.6676136363636364,0.0218131680797892,96.04819099999986
0,33,COMPAS,0.05,0.6695075757575758,0.2596774193548387,94.75892299999998
0,33,COMPAS,0.15,0.6638257575757576,0.2172092335010357,91.17814300000003
0,33,COMPAS,0.25,0.6723484848484849,0.1882509618230246,89.61625600000002
0,33,COMPAS,0.35,0.6676136363636364,0.1553862089375555,93.07161000000008
0,33,COMPAS,0.45,0.6751893939393939,0.1390796093518792,92.83981300000004
0,33,COMPAS,0.55,0.6732954545454546,0.122773009766203,90.352756
0,33,COMPAS,0.65,0.6770833333333334,0.0792986090559336,93.53947399999991
0,33,COMPAS,0.75,0.6676136363636364,0.0845664397750813,93.85476399999992
0,33,COMPAS,0.8500000000000001,0.6761363636363636,0.047440071026931,94.68728199999988
0,33,COMPAS,0.95,0.6723484848484849,0.0469369635986978,92.12123599999995
0,34,COMPAS,0.05,0.7026515151515151,0.2068145068145068,94.538186
0,34,COMPAS,0.15,0.6960227272727273,0.1702933702933702,91.19252400000003
0,34,COMPAS,0.25,0.6922348484848485,0.1358281358281358,90.83264799999996
0,34,COMPAS,0.35,0.6884469696969697,0.1206283206283206,92.44561599999996
0,34,COMPAS,0.45,0.6875,0.0917301917301917,89.52244499999995
0,34,COMPAS,0.55,0.6893939393939394,0.0805959805959806,90.4461040000001
0,34,COMPAS,0.65,0.6818181818181818,0.059020559020559,93.22860300000002
0,34,COMPAS,0.75,0.6818181818181818,0.053014553014553,98.90374900000006
0,34,COMPAS,0.8500000000000001,0.6799242424242424,0.0438207438207438,94.29001600000016
0,34,COMPAS,0.95,0.6884469696969697,0.0525756525756526,93.92450599999984
