Unnamed: 0,seed,dataset,alpha,acc,disparity,time
0,0,AdultCensus,0.0,0.8511567597079096,0.191647624718987,376.446457
0,0,AdultCensus,0.2,0.8439909916058145,0.1661463546263225,389.7086539999999
0,0,AdultCensus,0.4,0.8497236060874906,0.1341213447329028,392.1720129999999
0,0,AdultCensus,0.6,0.8412611751859688,0.1359121271292884,393.8883390000001
0,0,AdultCensus,0.8,0.8444687094792875,0.0773003407197205,412.6004699999999
0,0,AdultCensus,1.0,0.8213335153210947,0.1070739524201004,414.1271899999993
0,0,AdultCensus,1.2,0.8318433085375009,0.0258904812083778,422.8663799999995
0,0,AdultCensus,1.4,0.8378489046611616,0.0408217602355452,426.17952500000047
0,0,AdultCensus,1.6,0.8332764621579198,0.0280020496060047,436.5998490000002
0,0,AdultCensus,1.8,0.8189449259537296,0.0843281937910031,429.647258
0,1,AdultCensus,0.0,0.8498600969084829,0.1812207234590435,371.255304
0,1,AdultCensus,0.2,0.8529993857913055,0.1552297816712213,384.9506650000001
0,1,AdultCensus,0.4,0.8434450283218453,0.1316653244780944,393.8341320000002
0,1,AdultCensus,0.6,0.8394185491025729,0.1176044861324334,401.75506499999983
0,1,AdultCensus,0.8,0.8460383539206988,0.1067465517733002,410.47710000000006
0,1,AdultCensus,1.0,0.8330034805159353,0.1138996955737472,413.71522099999993
0,1,AdultCensus,1.2,0.839486794513069,0.0678424651929419,421.1043359999994
0,1,AdultCensus,1.4,0.839009076639596,0.0566230425854246,433.6456850000004
0,1,AdultCensus,1.6,0.7610728178529994,0.0,441.565415
0,1,AdultCensus,1.8,0.8310243636115471,0.0880118222264065,427.6577629999993
0,2,AdultCensus,0.0,0.8485634341090562,0.169501819596574,374.816563
0,2,AdultCensus,0.2,0.835733296935781,0.1885289966418987,390.0785849999999
0,2,AdultCensus,0.4,0.846106599331195,0.1354592152474506,394.166849
0,2,AdultCensus,0.6,0.839486794513069,0.1095450761363018,400.7707189999997
0,2,AdultCensus,0.8,0.8339589162628813,0.1031439821260729,406.5312280000003
0,2,AdultCensus,1.0,0.8270661298027707,0.0906419860230744,409.6088279999999
0,2,AdultCensus,1.2,0.8360062785777657,0.0538187399452715,421.26738599999953
0,2,AdultCensus,1.4,0.8244045587934211,0.066606391645402,431.45941499999935
0,2,AdultCensus,1.6,0.8297959462226165,0.0265948530185746,437.9553759999999
0,2,AdultCensus,1.8,0.833344707568416,0.0295619737635475,425.39601500000026
0,3,AdultCensus,0.0,0.8479492254145908,0.166000277876731,369.930278
0,3,AdultCensus,0.2,0.8469255442571487,0.1556947231275997,386.523202
0,3,AdultCensus,0.4,0.8456971268682181,0.152363878528964,396.3568329999998
0,3,AdultCensus,0.6,0.846584317204668,0.1239978067316499,396.0575580000004
0,3,AdultCensus,0.8,0.8422166109329148,0.1156356245363556,409.0084219999999
0,3,AdultCensus,1.0,0.8415341568279533,0.0910726491361768,409.4179870000007
0,3,AdultCensus,1.2,0.8446052003002799,0.0926637812132894,420.9738069999994
0,3,AdultCensus,1.4,0.8366204872722309,0.1006726936031759,429.0647420000005
0,3,AdultCensus,1.6,0.824814031256398,0.0917857638465399,434.8794639999997
0,3,AdultCensus,1.8,0.8185354534907527,0.1194228188556713,431.94251600000007
0,4,AdultCensus,0.0,0.8534088582542824,0.1722601663939563,371.896462
0,4,AdultCensus,0.2,0.8483586978775677,0.1512919176618984,388.12773500000026
0,4,AdultCensus,0.4,0.8436497645533337,0.1152780001055381,392.8286129999999
0,4,AdultCensus,0.6,0.8429673104483724,0.0890291178684431,399.879582
0,4,AdultCensus,0.8,0.8392138128710844,0.1065441093573784,412.0891729999999
0,4,AdultCensus,1.0,0.8353238244728042,0.0802114409647886,412.4200139999998
0,4,AdultCensus,1.2,0.8384631133556268,0.0537979344091062,419.783453
0,4,AdultCensus,1.4,0.8316385723060125,0.0616526495945057,433.32544100000086
0,4,AdultCensus,1.6,0.8319797993584931,0.0411872230808601,439.36985899999945
0,4,AdultCensus,1.8,0.8244045587934211,0.0473808498329309,429.2995560000009
0,5,AdultCensus,0.0,0.8525216679178326,0.1658733587387816,373.852278
0,5,AdultCensus,0.2,0.8534771036647786,0.1585922653585563,386.6434959999999
0,5,AdultCensus,0.4,0.8507472872449328,0.1462568137784016,392.7614480000002
0,5,AdultCensus,0.6,0.8400327577970381,0.0733160233378772,397.3168179999993
0,5,AdultCensus,0.8,0.8447416911212721,0.0844747626262882,407.872707
0,5,AdultCensus,1.0,0.8350508428308197,0.1098041973043873,411.09741399999984
0,5,AdultCensus,1.2,0.8407834573124957,0.0762247275755533,421.30000700000073
0,5,AdultCensus,1.4,0.8345048795468505,0.0630923785344232,430.1707540000007
0,5,AdultCensus,1.6,0.828158056370709,0.0775093792388162,434.50261000000046
0,5,AdultCensus,1.8,0.8349825974203234,0.0413352894177186,429.590134
0,6,AdultCensus,0.0,0.8556609568006551,0.1885618553735947,374.466905
0,6,AdultCensus,0.2,0.85415955776974,0.1761425173548048,386.279215
0,6,AdultCensus,0.4,0.8500648331399714,0.141427695596666,393.70611600000007
0,6,AdultCensus,0.6,0.8504743056029482,0.097797689413511,402.4758620000002
0,6,AdultCensus,0.8,0.8401010032075343,0.0743067647581519,408.35499400000026
0,6,AdultCensus,1.0,0.8381901317136422,0.0897895942114088,412.6677119999995
0,6,AdultCensus,1.2,0.8435815191428376,0.0663475827814136,425.3597439999994
0,6,AdultCensus,1.4,0.8376441684296732,0.0657133567669464,425.0973620000004
0,6,AdultCensus,1.6,0.8365522418617348,0.0782199915990796,442.9771779999992
0,6,AdultCensus,1.8,0.8360745239882618,0.0407450332502314,426.0870380000015
0,7,AdultCensus,0.0,0.8474715075411179,0.1818194739577088,368.020405
0,7,AdultCensus,0.2,0.8476079983621101,0.1496370200126148,384.41101
0,7,AdultCensus,0.4,0.8424895925748993,0.1298468943300125,395.5846739999997
0,7,AdultCensus,0.6,0.839964512386542,0.0970289585083967,397.13272199999983
0,7,AdultCensus,0.8,0.83805364089265,0.0848867042299858,403.6771779999999
0,7,AdultCensus,1.0,0.8353920698833004,0.064929553720697,410.57851500000015
0,7,AdultCensus,1.2,0.8339589162628813,0.0673280192822287,423.0181649999995
0,7,AdultCensus,1.4,0.8339589162628813,0.0609589659251244,427.745046
0,7,AdultCensus,1.6,0.8321162901794854,0.0489742186693579,437.1498820000006
0,7,AdultCensus,1.8,0.8228349143520098,0.0522014280664795,426.4640909999998
0,8,AdultCensus,0.0,0.8507472872449328,0.1585893471427516,369.923535
0,8,AdultCensus,0.2,0.848017470825087,0.1500696838048771,383.2538159999999
0,8,AdultCensus,0.4,0.8365522418617348,0.1460623818613041,393.0517520000001
0,8,AdultCensus,0.6,0.840442230260015,0.0830602452820659,392.538466
0,8,AdultCensus,0.8,0.839009076639596,0.1064314513842528,403.9545250000001
0,8,AdultCensus,1.0,0.8355968061147888,0.0517461345781145,411.9455119999993
0,8,AdultCensus,1.2,0.8336176892104006,0.0995848280064544,417.2491060000002
0,8,AdultCensus,1.4,0.825291749129871,0.087819455252786,429.82446699999946
